,mae
10250,1.2421113524313963
10251,1.2506872891115415
10252,1.2523204441360793
10253,1.2615167013206623
10254,1.2699800576119329
10255,1.2753895348170297
10256,1.2744499672527387
10257,1.2811733502947895
10258,1.2847963489688918
10259,1.2944930914247468
10260,1.3029530093617996
10261,1.3089610946436048
10262,1.3130848480861772
10263,1.3094670417586003
10264,1.312813179062378
10265,1.3238740963490967
10266,1.3261608588789915
10267,1.3369487827193431
10268,1.3423156323629493
10269,1.3520778821196706
10270,1.3537884924065424
10271,1.362700159193581
10272,1.3715390034867498
10273,1.376834927915089
10274,1.3798165511858416
10275,1.3811697253463964
10276,1.3940761708368066
10277,1.411464901079129
10278,1.418893291927018
10279,1.4190443704701852
10280,1.422573573897684
10281,1.4349964014245578
10282,1.4435060537018063
10283,1.455374474649577
10284,1.46762562438081
10285,1.4823997473688881
10286,1.4956310046224508
10287,1.5066186305102154
10288,1.5242845551683526
10289,1.526805882334376
10290,1.5337718358926071
10291,1.5477725637310193
10292,1.5485515021015326
10293,1.55167298290821
10294,1.5569959148236925
10295,1.5650080802482733
10296,1.5665540160623976
10297,1.5685882555833646
10298,1.5837335916381905
10299,1.5963064337970672
10300,1.5912558439197078
10301,1.6029881567264306
10302,1.6047256439877855
10303,1.6065255013756392
10304,1.6083199053484498
10305,1.6204235139205452
10306,1.627851169732336
10307,1.6371011408021332
10308,1.6483199223141602
10309,1.6658672655098776
10310,1.6734901132425057
10311,1.677364776962686
10312,1.690089651442017
10313,1.7067251575132671
10314,1.7168807930486827
10315,1.7273104186537793
10316,1.7292360047534336
10317,1.7265103778936894
10318,1.73900523339665
10319,1.7475943177919497
10320,1.7605242479590866
10321,1.766829513553598
10322,1.7718590977124185
10323,1.7807765007058054
10324,1.7870512741686129
10325,1.7949809937547043
10326,1.7902712971780097
10327,1.7927247256912038
10328,1.8053212256580793
10329,1.8063680781773275
10330,1.7984318029367103
10331,1.8091886553559815
10332,1.8228384828044544
10333,1.8324930056373168
10334,1.8447113923225973
10335,1.8525403804401621
10336,1.8534159764633928
10337,1.8556610774988287
10338,1.8648480817556732
10339,1.873733448957969
10340,1.8842289591051855
10341,1.8947374897830997
10342,1.8993984772509303
10343,1.9007308193543304
10344,1.901145018683272
10345,1.9104503368234809
10346,1.917549566244084
10347,1.9171382094743197
10348,1.9221116845521706
10349,1.926914411374395
10350,1.941559415859749
10351,1.9531243995407093
10352,1.9685579022839783
10353,1.9840808880935212
10354,1.9957001323751058
10355,1.9970132339547035
10356,2.0127214745606663
10357,2.014796750856695
10358,2.0218433498583654
10359,2.039901375783155
10360,2.0492601509003716
10361,2.0525426944186806
10362,2.067769513195778
10363,2.06932688813346
10364,2.080617350807656
10365,2.0838103769378784
10366,2.084999191796613
10367,2.0973139206637854
10368,2.1037758665379918
10369,2.1143764061368477
10370,2.115010000604838
10371,2.1269481656039684
10372,2.1292751485096897
10373,2.1339216788004918
10374,2.142888553996764
10375,2.1530854014134886
10376,2.162356028571352
10377,2.1676077065473076
10378,2.1827633535285655
10379,2.183859667077384
10380,2.190812672997478
10381,2.198447590070615
10382,2.1919800973863315
10383,2.204296324283151
10384,2.2102859813325377
10385,2.2207668398877645
10386,2.2303437138741233
10387,2.2368364513082653
10388,2.2561142196084334
10389,2.2689815995878684
10390,2.266575445051762
10391,2.272269156569512
10392,2.2783095421043282
10393,2.294178543884771
10394,2.3072568012324726
10395,2.3026635095820134
10396,2.301520623921618
10397,2.3077084477060748
10398,2.3090932585964463
10399,2.3084354795608255
10400,2.321339821118864
10401,2.3304882659216926
10402,2.3374579499148713
10403,2.332335302195327
10404,2.3405661837228138
10405,2.343073801724147
10406,2.3627373650448553
10407,2.3747747670970996
10408,2.383934485121583
10409,2.3892094617600086
10410,2.3805774136330387
10411,2.385125608963312
10412,2.3797835130912106
10413,2.3891259994178955
10414,2.3950372392233423
10415,2.4130120188129145
10416,2.422403719000705
10417,2.4329197236576205
10418,2.4487013416489796
10419,2.45782631169547
10420,2.463161678390661
10421,2.471241884238099
10422,2.4798948034946786
10423,2.4770132504934064
10424,2.484795976956535
10425,2.4890589640899248
10426,2.4935628668328134
10427,2.4947605423931076
10428,2.4973140888003624
10429,2.504253489884851
10430,2.5129811278864636
10431,2.5213015674377806
10432,2.5223023390138133
10433,2.5259717684189456
10434,2.5327878654442078
10435,2.535960150306639
10436,2.54441208935675
10437,2.5446838172023347
10438,2.5556833978890605
10439,2.5569211046234996
10440,2.566687501135727
10441,2.573802093411542
10442,2.5926293523499044
10443,2.5970436096139347
10444,2.60642425905649
10445,2.60098606129605
10446,2.606383718672107
10447,2.60431004286123
10448,2.61656203238583
10449,2.6225980706459677
10450,2.6266532872520623
10451,2.6450106167477525
10452,2.652180789976903
10453,2.662120007153246
10454,2.671587545145367
10455,2.67365394667439
10456,2.6862078416291824
10457,2.691989009455359
10458,2.7048261592409903
10459,2.7174134932708967
10460,2.7187807501119035
10461,2.7170131484709885
10462,2.7193808093282685
10463,2.726251054111286
10464,2.7315080892438397
10465,2.7408887182066337
10466,2.7434162149824513
10467,2.762529827377985
10468,2.767700751586669
10469,2.7639675872484823
10470,2.7788584201965367
10471,2.7925520555511225
10472,2.8032272883100204
10473,2.814648364053303
10474,2.812283032076804
10475,2.815039289695532
10476,2.820137186080456
10477,2.8269476981163364
10478,2.836440727167091
10479,2.8499794878821985
10480,2.8620161189759696
10481,2.8752568788077766
10482,2.888537499401528
10483,2.895516833028652
10484,2.8950196446974608
10485,2.9063493326346195
10486,2.9082100833502036
10487,2.925372335707272
10488,2.9330454372843486
10489,2.937305339946133
10490,2.9464598898547747
10491,2.940447855152595
10492,2.951260980926452
10493,2.9569913025253585
10494,2.9660248980063506
10495,2.9713049120530255
10496,2.984838131823241
10497,2.9953610697787947
10498,3.0028330943106214
10499,3.0032635394917695
10500,3.0139935609623665
10501,3.0277206320462158
10502,3.039711690995858
10503,3.044274081631723
10504,3.0572260489855285
10505,3.061684902122209
10506,3.0709501433569963
10507,3.074731859768336
10508,3.0828186918968803
10509,3.0920398557798174
10510,3.0958461205611374
10511,3.093968534595983
10512,3.0995023680186846
10513,3.1090509559702304
10514,3.12367567764309
10515,3.1298059804255947
10516,3.1339294901337356
10517,3.137725971616317
10518,3.145443346364243
10519,3.1570470313712766
10520,3.165750799131109
10521,3.174253841746737
10522,3.1758789168031663
10523,3.1773823906262932
10524,3.181095992368607
10525,3.183492111072944
10526,3.1869355683706284
10527,3.1947804895216754
10528,3.190303776529461
10529,3.203347565898502
10530,3.226435927660187
10531,3.230434057533874
10532,3.2426299495731383
10533,3.2466049839990223
10534,3.2612480226989797
10535,3.26348853776446
10536,3.2743002758822106
10537,3.295216135989144
10538,3.3024060876224186
10539,3.3145536107394546
10540,3.327110259911194
10541,3.3257756654255966
10542,3.343745068343591
10543,3.357496082583309
10544,3.371097307015246
10545,3.367280123308093
10546,3.3745675997590743
10547,3.375085862240246
10548,3.3746059588252364
10549,3.375486947734836
10550,3.3860651033512785
10551,3.398323426070787
10552,3.4057351514515255
10553,3.4052307895281637
10554,3.4042354749910126
10555,3.4042274521357268
10556,3.4208391111602174
10557,3.438153549516923
10558,3.43939060000931
10559,3.447385064736177
10560,3.4569615715869357
10561,3.4673392327754455
10562,3.475454192188806
10563,3.4823558470398237
10564,3.493489146827424
10565,3.500140076144541
10566,3.512433471267831
10567,3.5221751665201015
10568,3.529758280694794
10569,3.539211473440426
10570,3.558572983810882
10571,3.5681217808137835
10572,3.5733027161136843
10573,3.5806215527219942
10574,3.594747888864211
10575,3.60687684093221
10576,3.618555718827498
10577,3.6340940147139724
10578,3.6350888600618156
10579,3.6421715967124357
10580,3.6433073982731146
10581,3.6494644864303423
10582,3.6636278086134997
10583,3.6789319794213773
10584,3.6915469788460906
10585,3.6954771729061457
10586,3.702497777768359
10587,3.708000101174732
10588,3.7146877816177617
10589,3.7279882756771716
10590,3.7291642942316225
10591,3.7309183825857466
10592,3.7295311286956587
10593,3.7348354218577344
10594,3.738211888358778
10595,3.7604704599188046
10596,3.7638697631593914
10597,3.7777734470002944
10598,3.790465075544575
10599,3.797413467449103
10600,3.806988031050748
10601,3.8140818350866437
10602,3.8150522295050693
10603,3.8313129826308976
10604,3.8369937000732635
10605,3.852358291130574
10606,3.864287680594545
10607,3.858651137670964
10608,3.8600874570363457
10609,3.8618467330001494
10610,3.87536815738158
10611,3.8795000637012227
10612,3.88817523965964
10613,3.9046258394576006
10614,3.9163720425346367
10615,3.9251598702880117
10616,3.928339201911993
10617,3.9343752247263946
10618,3.9388383841194554
10619,3.9463062324570264
10620,3.960961894338078
10621,3.9656360087959173
10622,3.986999703540911
10623,3.991548684804302
10624,3.9968484656697334
10625,4.0015055913938955
10626,4.012018269784063
10627,4.013937307764775
10628,4.012178346189658
10629,4.016122944429482
10630,4.030535976561163
10631,4.035091786072625
10632,4.0491391717712295
10633,4.0532734486556015
10634,4.055049995443999
10635,4.0697741412046575
10636,4.075568560105511
10637,4.081871377954624
10638,4.088014356189979
10639,4.0958760235095335
10640,4.0936131833060605
10641,4.099390286255569
10642,4.108530629829809
10643,4.1253374699526395
10644,4.135544191689793
10645,4.149709028539732
10646,4.146581963252147
10647,4.152703722984623
10648,4.156040412686459
10649,4.172002259490961
10650,4.188797738452473
10651,4.192578327684787
10652,4.205217664196683
10653,4.212911823525625
10654,4.221175057969508
10655,4.22204086179918
10656,4.232926397005474
10657,4.2362641322437735
10658,4.234064456800218
10659,4.24657268183301
10660,4.250553902245047
10661,4.257414710171818
10662,4.270777873218151
10663,4.27912083224267
10664,4.28913911642997
10665,4.290338343764645
10666,4.301294010869346
10667,4.307821707935604
10668,4.313697964970035
10669,4.323966983395669
10670,4.330205466895098
10671,4.324296546606584
10672,4.33931138056687
10673,4.342162249749004
10674,4.358711374334627
10675,4.371130284548296
10676,4.379735684373923
10677,4.399377279043941
10678,4.4044955776224155
10679,4.41832687971199
10680,4.422979997598359
10681,4.4339276768446405
10682,4.431049860954653
10683,4.4416085975818325
10684,4.4509921343439975
10685,4.463507644844556
10686,4.473304018886178
10687,4.485804946538906
10688,4.486824446882528
10689,4.494846149216929
10690,4.503618831727313
10691,4.50929707550794
10692,4.52167159785014
10693,4.522884179083177
10694,4.530399618608445
10695,4.53508060658258
10696,4.542374611448919
10697,4.548689276540697
10698,4.553822706170586
10699,4.559507885730702
10700,4.567596808389757
10701,4.577217709193278
10702,4.579273031333318
10703,4.587200101986088
10704,4.601415102581666
10705,4.603058840250429
10706,4.611440083114919
10707,4.612584199063536
10708,4.615931538475999
10709,4.630350910208903
10710,4.6318872240115345
10711,4.637787445783469
10712,4.653902432509569
10713,4.652527742933258
10714,4.686210215028742
10715,4.6987424838879495
10716,4.715930185603756
10717,4.726943620146273
10718,4.736896359116032
10719,4.750432291672886
10720,4.755001464118201
10721,4.758993329485912
10722,4.7632552046396395
10723,4.775068446874654
10724,4.783298199200344
10725,4.789186052390974
10726,4.80775759169074
10727,4.811716206832992
10728,4.827950251700957
10729,4.841162408454481
10730,4.856269826411473
10731,4.881609874318483
10732,4.886397047700289
10733,4.8956090445155365
10734,4.90340515183553
10735,4.905501270162374
10736,4.907223742601382
10737,4.914086335049913
10738,4.928838406892873
10739,4.943371609216383
10740,4.946508676980764
10741,4.946120320435204
10742,4.950984380510852
10743,4.966492241308647
10744,4.970806190254982
10745,4.9738747172285125
10746,4.981995988009354
10747,4.989755268988023
10748,4.993252848017694
10749,4.994793072418454
10750,5.006641645351558
10751,5.024492034497574
10752,5.029976762160809
10753,5.041125652330188
10754,5.041515418733509
10755,5.052469101880992
10756,5.059973962757152
10757,5.053159570643784
10758,5.0666791486713
10759,5.08034703267469
10760,5.0918990473706796
10761,5.097807994998517
10762,5.103933195196855
10763,5.105171989766851
10764,5.107094327292542
10765,5.109041657754678
10766,5.121552072896763
10767,5.129695823152408
10768,5.141232590698282
10769,5.1395685284963095
10770,5.133979221146532
10771,5.133986835217771
10772,5.147251050326527
10773,5.158962880932198
10774,5.164233216613794
10775,5.175633287519397
10776,5.174656819415182
10777,5.17828410476818
10778,5.190477211575777
10779,5.192084690012095
10780,5.204511847199123
10781,5.21602690986719
10782,5.217411966168077
10783,5.228702573964511
10784,5.227932283330982
10785,5.240877459255111
10786,5.24721955748941
10787,5.261834278239778
10788,5.281761006295219
10789,5.285121535026714
10790,5.282985495879301
10791,5.287223994849724
10792,5.295133122437026
10793,5.302554700159645
10794,5.316592908561186
10795,5.325940956961604
10796,5.333141520207625
10797,5.3377230718184485
10798,5.34854906555874
10799,5.350719418419412
10800,5.361005715158509
10801,5.372973688410237
10802,5.37932924904729
10803,5.382416138576048
10804,5.388999562790464
10805,5.3982528570268595
10806,5.406441142235749
10807,5.415167866720211
10808,5.427848925855677
10809,5.443131206051046
10810,5.450294033952758
10811,5.45583483079885
10812,5.466825295068406
10813,5.4721166173081475
10814,5.470995444301759
10815,5.478859481450775
10816,5.489716730297529
10817,5.502549619344253
10818,5.5106999763157924
10819,5.51740731703472
10820,5.52476265775262
10821,5.536444844897138
10822,5.546117672742131
10823,5.548438559937074
10824,5.559193158674787
10825,5.560059739795343
10826,5.565965046992354
10827,5.575489138304801
10828,5.574092226294638
10829,5.579149944857205
10830,5.583770110281695
10831,5.590746828188127
10832,5.606204869367059
10833,5.616239625230293
10834,5.629321832730468
10835,5.634303265389918
10836,5.63436384511796
10837,5.645205951849343
10838,5.652789532019839
10839,5.652358871000763
10840,5.652604586490404
10841,5.664071990241429
10842,5.671967748883746
10843,5.678985949592633
10844,5.6898020958027935
10845,5.697107453338921
10846,5.710135458658101
10847,5.725079946441789
10848,5.726496601316335
10849,5.743318284229782
10850,5.7497178665576305
10851,5.753681036292862
10852,5.764050409707447
10853,5.7652118049682715
10854,5.7631760557945695
10855,5.778740800214848
10856,5.783303142616782
10857,5.792727791394938
10858,5.795536473855679
10859,5.80542025262755
10860,5.812767881403995
10861,5.827786269208887
10862,5.832476348502712
10863,5.843346976387651
10864,5.844845829481234
10865,5.857230124927543
10866,5.86200259560273
10867,5.87013337959677
10868,5.877767881780007
10869,5.893553637252478
10870,5.906262926390418
10871,5.913746023597957
10872,5.920652666062183
10873,5.92662794052264
10874,5.932517669678316
10875,5.943645805603465
10876,5.948396543230747
10877,5.960059633776299
10878,5.972444489136935
10879,5.979832488176233
10880,6.000146392016891
10881,6.0109829579473635
10882,6.02555734514235
10883,6.0367529971939975
10884,6.0397709623327085
10885,6.041582847539977
10886,6.056890433398793
10887,6.06492489331352
10888,6.08066402014043
10889,6.086439826430078
10890,6.094389067064705
10891,6.107848553693855
10892,6.122200508415621
10893,6.125792484219274
10894,6.129750651159646
10895,6.1422983121937005
10896,6.150719545611579
10897,6.167659714285759
10898,6.177698708432329
10899,6.180362625646381
10900,6.1891572925907825
10901,6.19394731989551
10902,6.196157801403112
10903,6.202673523304137
10904,6.21067544761133
10905,6.228572887497492
10906,6.244007115192741
10907,6.259261641779647
10908,6.267229701392648
10909,6.279793725578317
10910,6.292352868845656
10911,6.300321419728101
10912,6.3038486688917805
10913,6.315465118580935
10914,6.315653401811507
10915,6.328871960845934
10916,6.334518466802744
10917,6.34187978574817
10918,6.347481148879088
10919,6.352628517952906
10920,6.365599629193199
10921,6.375940354779001
10922,6.385912731333138
10923,6.386810250525334
10924,6.39895297996359
10925,6.398021729718957
10926,6.410171898263036
10927,6.412276686995212
10928,6.424213267968657
10929,6.432928681314697
10930,6.432115982863466
10931,6.440013759479909
10932,6.443067031847108
10933,6.45533023320932
10934,6.46613298135291
10935,6.483743557457
10936,6.495319264602099
10937,6.502183854189649
10938,6.513494451506715
10939,6.524374459860693
10940,6.534994533355768
10941,6.54299648676381
10942,6.555416273802435
10943,6.562530346993096
10944,6.562065160410865
10945,6.572929610385812
10946,6.577799404403125
10947,6.586780440534308
10948,6.59784642653961
10949,6.611871468724646
10950,6.616979451666281
10951,6.622791670587675
10952,6.618931259192994
10953,6.637946901659634
10954,6.631394627917743
10955,6.640913422996969
10956,6.642474924056135
10957,6.646056962862861
10958,6.648055291096692
10959,6.657044426353901
10960,6.6781571777739215
10961,6.691741792311855
10962,6.707290430228939
10963,6.715370199188599
10964,6.729336121274069
10965,6.738084915983796
10966,6.742015949562567
10967,6.743226577298575
10968,6.747402962999697
10969,6.7520659440033235
10970,6.762470397936989
10971,6.764259692247854
10972,6.774675459525769
10973,6.778870409362219
10974,6.783840981720763
10975,6.796121550032987
10976,6.803806190507819
10977,6.814425995934133
10978,6.815408421709494
10979,6.820534177886062
10980,6.833628552623867
10981,6.843310763638462
10982,6.851712985696702
10983,6.861551110408937
10984,6.868464214488215
10985,6.8814036926506486
10986,6.885409104458265
10987,6.897447278057827
10988,6.9073898510501115
10989,6.912100699419353
10990,6.92035484701134
10991,6.927532160845611
10992,6.94367079526582
10993,6.949264591572161
10994,6.959701835118837
10995,6.965364566483834
10996,6.970922973289948
10997,6.991206650047349
10998,6.993444308248374
10999,6.997769746345744
11000,7.003543034570615
11001,7.012394988100145
11002,7.023915362763484
11003,7.039590369756559
11004,7.04578083067317
11005,7.058034732703545
11006,7.063996524678781
11007,7.06440441050517
11008,7.065664358256789
11009,7.0815803799744215
11010,7.089071116535778
11011,7.09742614712557
11012,7.099593455898073
11013,7.110118391365577
11014,7.120423882368138
11015,7.133110463068449
11016,7.149082804170434
11017,7.160181316888538
11018,7.157599023447582
11019,7.1649325550118625
11020,7.171024616973923
11021,7.184965295373343
11022,7.2024943718913
11023,7.206947253436576
11024,7.219324042264463
11025,7.218206234085766
11026,7.235598366532547
11027,7.244679655938615
11028,7.253042924321305
11029,7.254738957430232
11030,7.26981206648459
11031,7.27193729693778
11032,7.266231292678899
11033,7.273365711170022
11034,7.279985143832365
11035,7.286539884608435
11036,7.288258189686218
11037,7.294331331476546
11038,7.306500334802015
11039,7.315299765040568
11040,7.3105719462475545
11041,7.307681016710692
11042,7.318686854957036
11043,7.325013515961351
11044,7.334498812214414
11045,7.337590133889316
11046,7.337930910763751
11047,7.340387343166004
11048,7.340330042562016
11049,7.337315279934118
11050,7.342353740854706
11051,7.351619708711203
11052,7.3568355029592825
11053,7.3675008402876765
11054,7.370896442917346
11055,7.376272768348555
11056,7.374927069006618
11057,7.376452836386264
11058,7.389280037610092
11059,7.396642272023333
11060,7.409968527916978
11061,7.4128251167992
11062,7.4100515562116085
11063,7.41699000784011
11064,7.4167716206171965
11065,7.434009658417264
11066,7.439140102007102
11067,7.4472462766557355
11068,7.4674204375223265
11069,7.477113467678057
11070,7.481155707828169
11071,7.496935506471674
11072,7.491334516490918
11073,7.4882078174937785
11074,7.490329729539121
11075,7.493803476266616
11076,7.50441655937064
11077,7.507399197402713
11078,7.510990825084819
11079,7.519067432872452
11080,7.528090196543215
11081,7.531915079344238
11082,7.535858724758899
11083,7.5487314712955484
11084,7.54460398300109
11085,7.547611100026386
11086,7.552337002246035
11087,7.5594378777372055
11088,7.571792407032384
11089,7.575913253434019
11090,7.5853019163642665
11091,7.597549240977262
11092,7.602366936740724
11093,7.614658403279082
11094,7.616941049934442
11095,7.615208089973436
11096,7.626679696326954
11097,7.625959246028963
11098,7.635205955341757
11099,7.641366332262129
11100,7.647192557771665
11101,7.652153239315642
11102,7.66049979154935
11103,7.661410054975544
11104,7.678870042177859
11105,7.675467174157467
11106,7.674149329825018
11107,7.691020341758485
11108,7.693878444462798
11109,7.693446075909323
11110,7.690754009292544
11111,7.688451595762257
11112,7.697975754792842
11113,7.700108075981342
11114,7.710089335260249
11115,7.710488778161765
11116,7.724004607669039
11117,7.739074748863907
11118,7.743807369200245
11119,7.753493105341886
11120,7.747257504284283
11121,7.752281799584222
11122,7.745748851921743
11123,7.744306397898112
11124,7.748924211957146
11125,7.756186698752767
11126,7.749965890081645
11127,7.75873085563071
11128,7.751570454434981
11129,7.759576530762814
11130,7.765186616276147
11131,7.767935083019284
11132,7.768280907256052
11133,7.7705794406020345
11134,7.776726186610755
11135,7.7700967771572325
11136,7.773301901492041
11137,7.778138246504637
11138,7.771261136697314
11139,7.765566082842118
11140,7.778961156654745
11141,7.787887923398151
11142,7.789385021977035
11143,7.793994197313999
11144,7.79204304558253
11145,7.790263766043947
11146,7.791013070264503
11147,7.788872602753595
11148,7.791889706107846
11149,7.787687818934453
11150,7.787757609335894
11151,7.802874529902553
11152,7.81457405287235
11153,7.809762657283295
11154,7.814601539865958
11155,7.804645562571963
11156,7.814202191186492
11157,7.80466653428901
11158,7.812095662156674
11159,7.8173208906777125
11160,7.818976100081309
11161,7.812851395795431
11162,7.818922641861468
11163,7.832101132249491
11164,7.830103087373785
11165,7.841402586304579
11166,7.851077121702504
11167,7.857057581793198
11168,7.86067829763297
11169,7.857268980756411
11170,7.867975495846809
11171,7.869974681952062
11172,7.869533233564583
11173,7.86667758135379
11174,7.871430797609957
11175,7.865574651661087
11176,7.858111865879923
11177,7.863791667974281
11178,7.867482576400945
11179,7.866440389138645
11180,7.870726655241989
11181,7.870548248680421
11182,7.8806106756136565
11183,7.883807028251829
11184,7.888522547971905
11185,7.889248377614746
11186,7.902012786775783
11187,7.907080522710318
11188,7.921440162337793
11189,7.915321713481837
11190,7.9228065986023966
11191,7.926761726787821
11192,7.926368333730916
11193,7.92040505823425
11194,7.920785606548075
11195,7.924987734454409
11196,7.9326767471252735
11197,7.931818448035141
11198,7.940044733560659
11199,7.927703298049959
11200,7.920751971015204
11201,7.923227410098075
11202,7.92764114129999
11203,7.9289444262200925
11204,7.916641186698944
11205,7.9218052126483505
11206,7.930753621652751
11207,7.932759891892579
11208,7.935347822997115
11209,7.933852086045328
11210,7.931510184661344
11211,7.924524692655688
11212,7.932623697093464
11213,7.941114323589582
11214,7.936485011848873
11215,7.942074829027015
11216,7.942205949066524
11217,7.940661049742431
11218,7.947686359436006
11219,7.954213436189634
11220,7.956179125057064
11221,7.9587824825693065
11222,7.960896539974075
11223,7.966352231659414
11224,7.974399785833185
11225,7.9755618266717025
11226,7.979685054528363
11227,7.979388688486422
11228,7.989737380677742
11229,7.999560117752207
11230,7.999687687111438
11231,7.999757635690525
11232,7.992899958171538
11233,7.9885420315034645
11234,7.986372243153721
11235,7.981748186920931
11236,7.981662982824758
11237,7.985495041926393
11238,7.988486611456291
11239,7.98638505726642
11240,7.984524793325333
11241,7.973128474560485
11242,7.975723975524603
11243,7.978887665023746
11244,7.982967747277611
11245,7.978458958039107
11246,7.974648417957629
11247,7.981001411561806
11248,7.989280796788237
11249,7.983536616263794
11250,7.9834935091916215
11251,7.988753230384303
11252,7.9907399707574
11253,7.996381273914445
11254,7.989980962862374
11255,7.983937911466838
11256,7.984491100846022
11257,7.977107434239167
11258,7.978268289376554
11259,7.971457133112651
11260,7.970883181051817
11261,7.967774892937323
11262,7.959493884621796
11263,7.961342420631002
11264,7.966943159593746
11265,7.975644802717169
11266,7.9713747893748295
11267,7.969574272471202
11268,7.966152928074435
11269,7.979057694712757
11270,7.97672510849262
11271,7.984068409143945
11272,7.999931634766015
11273,8.005680755130577
11274,8.003557454706232
11275,8.005172454969792
11276,8.0060518372327
11277,8.006631070593636
11278,7.995827304302828
11279,7.992743476967684
11280,8.001244263806766
11281,8.00659552327056
11282,8.008404800253002
11283,8.013724730556874
11284,8.015197806526464
11285,8.017103140630265
11286,8.0288114419919
11287,8.032802823831116
11288,8.04085488847645
11289,8.046686375547885
11290,8.049162738298639
11291,8.052123063696147
11292,8.047316398377632
11293,8.043824814635519
11294,8.050003765828821
11295,8.042489376677683
11296,8.048825281212137
11297,8.046378492613004
11298,8.050157166279591
11299,8.04965921801388
11300,8.049176747664704
11301,8.042068711117784
11302,8.04453763465206
11303,8.041727359953606
11304,8.050308211042552
11305,8.043482203595762
11306,8.041966703088717
11307,8.043537795268849
11308,8.031322220830852
11309,8.03116676430651
11310,8.034640678348486
11311,8.025616602478836
11312,8.027072409586394
11313,8.029697110839258
11314,8.036832209099286
11315,8.035457211000303
11316,8.034623149543235
11317,8.03571061528179
11318,8.03893857427772
11319,8.036378718595198
11320,8.040847189086518
11321,8.04492441347745
11322,8.04884591190497
11323,8.038467762957355
11324,8.04386834857679
11325,8.041186694730849
11326,8.036235155266853
11327,8.029368954915235
11328,8.031850418301948
11329,8.03201125569984
11330,8.024004966459708
11331,8.02256457141703
11332,8.026240339577459
11333,8.014855816760495
11334,8.017094340928727
11335,8.015093969454853
11336,8.009232115087794
11337,8.01869698535961
11338,8.022710918489016
11339,8.030021201700045
11340,8.024768942979849
11341,8.02635271051899
11342,8.022254429626805
11343,8.025011018827664
11344,8.021738240812903
11345,8.028015424629736
11346,8.033873017514617
11347,8.031512230219539
11348,8.034681704003313
11349,8.038217542566747
11350,8.039221944534335
11351,8.046323271134925
11352,8.038848499870046
11353,8.041855100424247
11354,8.039329845154985
11355,8.029881333417247
11356,8.020814250136407
11357,8.011379063225991
11358,8.009190793461029
11359,8.000474228028297
11360,8.004599066184898
11361,8.007911562637412
11362,8.015110305237773
11363,8.012798195725242
11364,8.01464715940504
11365,8.006656559441145
11366,8.011090085811878
11367,8.006659057870701
11368,8.015642781839217
11369,8.006630717002212
11370,8.002102857591842
11371,8.002660085323711
11372,8.010716293156861
11373,8.008900928008599
11374,8.01090747254592
11375,8.012754732757395
11376,8.007764461145646
11377,8.0039092885748
11378,8.013298014871717
11379,8.024066825105097
11380,8.018993204912594
11381,8.019524480936463
11382,8.02372142750524
11383,8.0310909174862
11384,8.034516692852783
11385,8.041109921274623
11386,8.031162506835715
11387,8.033407893320664
11388,8.038756698501587
11389,8.047228112245792
11390,8.047790058605518
11391,8.049222346045443
11392,8.039660505142255
11393,8.043945833449586
11394,8.044041591762872
