,mae
10250,8.01188683272864
10251,8.012462769408785
10252,8.006095924433323
10253,8.007292181617906
10254,8.015127132471862
10255,8.012536609676959
10256,8.003597042112668
10257,8.00402089529723
10258,8.008433686520625
10259,8.01013042897648
10260,8.010590346913533
10261,8.008598432195338
10262,8.00472218563791
10263,7.993104379310334
10264,7.993971378133887
10265,8.001703806403137
10266,7.99599056893303
10267,8.001752753961362
10268,8.001264729442317
10269,8.003026979199038
10270,7.996737589485909
10271,8.000709074540758
10272,8.01097765801608
10273,8.008273582444419
10274,8.00325520571517
10275,7.996608379875725
10276,8.001514825366135
10277,8.010903555608458
10278,8.010331946456345
10279,8.002483024999513
10280,8.00266531568067
10281,8.007088143207543
10282,8.015148029849978
10283,8.01901645079775
10284,8.023267600528984
10285,8.03004172351706
10286,8.037612646044982
10287,8.040600271932746
10288,8.0516666380115
10289,8.046187965177523
10290,8.045153918735755
10291,8.051154646574167
10292,8.04393358494468
10293,8.039055065751358
10294,8.03637799766684
10295,8.043282985676536
10296,8.03682892149066
10297,8.030863161011627
10298,8.038008497066453
10299,8.04258133922533
10300,8.029116895275772
10301,8.032849208082494
10302,8.026586695343848
10303,8.020386552731704
10304,8.014180956704514
10305,8.018284565276609
10306,8.0177122210884
10307,8.027930734783444
10308,8.031149516295471
10309,8.040696859491188
10310,8.040319707223818
10311,8.036194370943997
10312,8.044560180113942
10313,8.053195686185195
10314,8.05535132172061
10315,8.066457974123216
10316,8.069900757593464
10317,8.059175130733719
10318,8.068936996769285
10319,8.069526081164584
10320,8.07500261603035
10321,8.07330788162486
10322,8.070337465783682
10323,8.071757530366629
10324,8.075618711462983
10325,8.075548431049073
10326,8.062838734472379
10327,8.057292162985572
10328,8.061888662952448
10329,8.054935515471698
10330,8.03899924023108
10331,8.04309971621705
10332,8.048749543665524
10333,8.050404066498386
10334,8.054622453183665
10335,8.054451441301232
10336,8.047327037324461
10337,8.041572138359898
10338,8.042759142616742
10339,8.043644509819037
10340,8.046140019966254
10341,8.048648550644169
10342,8.045309538111999
10343,8.0386418802154
10344,8.04661757344866
10345,8.04792289158887
10346,8.047022121009473
10347,8.038610764239708
10348,8.03558423931756
10349,8.040023762313018
10350,8.046668766798371
10351,8.05023375047933
10352,8.061003563901856
10353,8.07152092636652
10354,8.075140170648105
10355,8.068453272227703
10356,8.076161512833666
10357,8.070236789129694
10358,8.074813788466711
10359,8.084871814391501
10360,8.092912748603851
10361,8.08819529212216
10362,8.095422110899257
10363,8.088979485836939
10364,8.092269948511134
10365,8.087462974641358
10366,8.080651789500092
10367,8.084966518367263
10368,8.083428464241472
10369,8.086029003840327
10370,8.078662598308316
10371,8.082600763307447
10372,8.076927746213169
10373,8.07357427650397
10374,8.074541151700243
10375,8.076737999116967
10376,8.078008626274832
10377,8.086434057593056
10378,8.096585145308588
10379,8.089681458857406
10380,8.0886344647775
10381,8.088269381850639
10382,8.073801889166354
10383,8.078118116063173
10384,8.076107773112561
10385,8.078588631667786
10386,8.080165505654145
10387,8.078658243088288
10388,8.089936011388456
10389,8.094803391367892
10390,8.084397236831785
10391,8.082090948349535
10392,8.081257232984983
10393,8.089126234765425
10394,8.094204492113128
10395,8.08161120046267
10396,8.072468314802274
10397,8.07065613858673
10398,8.064040949477102
10399,8.05538317044148
10400,8.060287511999519
10401,8.061435956802347
10402,8.060405640795526
10403,8.047282993075981
10404,8.04751387460347
10405,8.042021492604801
10406,8.05368505592551
10407,8.057722457977755
10408,8.058882176002237
10409,8.056157152640663
10410,8.039525104513695
10411,8.036073299843968
10412,8.022731203971865
10413,8.02407369029855
10414,8.021984930103999
10415,8.038323705124936
10416,8.039715405312728
10417,8.042231409969643
10418,8.050013027961002
10419,8.051137998007492
10420,8.048473364702684
10421,8.048553570550123
10422,8.056030662166808
10423,8.045149109165537
10424,8.044931835628665
10425,8.041194822762055
10426,8.037698725504944
10427,8.030896401065238
10428,8.025449947472492
10429,8.024389348556982
10430,8.025116986558594
10431,8.02543742610991
10432,8.018438197685944
10433,8.014107627091075
10434,8.012923724116337
10435,8.008096008978768
10436,8.00854794802888
10437,8.000819675874464
10438,8.00381925656119
10439,7.9970569632956305
10440,7.998823359807857
10441,7.997937952083673
10442,8.008765211022034
10443,8.005179468286064
10444,8.00656011772862
10445,7.99312191996818
10446,7.9905195773442355
10447,7.98044590153336
10448,7.98469789105796
10449,7.982733929318098
10450,7.978789145924193
10451,7.989146475419882
10452,7.9883166486490325
10453,7.990255865825375
10454,7.991723403817497
10455,7.985789805346519
10456,7.990343700301312
10457,7.988124868127488
10458,7.99296201791312
10459,7.997549351943026
10460,7.990916608784033
10461,7.981149007143118
10462,7.975516668000398
10463,7.974386912783416
10464,7.971643947915969
10465,7.973024576878765
10466,7.9675520736545815
10467,7.978665686050116
10468,7.975836610258799
10469,7.964103445920613
10470,7.970994278868667
10471,7.976687914223253
10472,7.979363146982151
10473,7.982784222725432
10474,7.972418890748934
10475,7.967175148367661
10476,7.964273044752586
10477,7.963083556788467
10478,7.964576585839221
10479,7.970115346554328
10480,7.974151977648099
10481,7.979392737479906
10482,7.9881236453293285
10483,7.987102978956454
10484,7.978605790625262
10485,7.981935478562421
10486,7.9757962292780045
10487,7.984958481635073
10488,7.98463158321215
10489,7.980891485873934
10490,7.9820460357825755
10491,7.9680340010803965
10492,7.970847126854253
10493,7.96857744845316
10494,7.969611043934152
10495,7.966891057980827
10496,7.972424277751042
10497,7.974947215706596
10498,7.974419240238422
10499,7.966849685419571
10500,7.969579706890168
10501,7.9753067779740165
10502,7.979297836923659
10503,7.975860227559524
10504,7.980812194913329
10505,7.97727104805001
10506,7.978536289284799
10507,7.974318005696136
10508,7.974404837824681
10509,7.975626001707619
10510,7.971432266488938
10511,7.9615546805237845
10512,7.959088513946486
10513,7.9606371018980315
10514,7.967261823570891
10515,7.965392126353396
10516,7.961515636061536
10517,7.957312117544118
10518,7.957029492292045
10519,7.960633177299077
10520,7.9613369450589095
10521,7.961839987674538
10522,7.955465062730967
10523,7.948968536554093
10524,7.944682138296408
10525,7.939078257000745
10526,7.9345217142984295
10527,7.934366635449477
10528,7.921889922457262
10529,7.926933711826303
10530,7.942022073587989
10531,7.938020203461675
10532,7.942216095500939
10533,7.938191129926824
10534,7.944834168626781
10535,7.939074683692261
10536,7.941886421810011
10537,7.954802281916945
10538,7.95399223355022
10539,7.958139756667255
10540,7.963110259911193
10541,7.953775665425596
10542,7.963745068343591
10543,7.969496082583308
10544,7.975097307015246
10545,7.963280123308093
10546,7.962567599759074
10547,7.955085862240247
10548,7.946605958825236
10549,7.939486947734836
10550,7.942065103351279
10551,7.946323426070787
10552,7.945735151451526
10553,7.937230789528163
10554,7.928235474991013
10555,7.920227452135726
10556,7.928839111160217
10557,7.938153549516923
10558,7.931390600009309
10559,7.931385064736177
10560,7.932961571586935
10561,7.935339232775446
10562,7.935454192188804
10563,7.934355847039823
10564,7.937489146827423
10565,7.93614007614454
10566,7.9404334712678315
10567,7.9421751665201015
10568,7.941758280694794
10569,7.943211473440425
10570,7.954572983810881
10571,7.956121780813784
10572,7.953302716113684
10573,7.952621552721993
10574,7.9587478888642105
10575,7.96287684093221
10576,7.966555718827497
10577,7.974094014713972
10578,7.967088860061816
10579,7.966171596712436
10580,7.959307398273114
10581,7.957464486430342
10582,7.9636278086134995
10583,7.970931979421377
10584,7.975546978846091
10585,7.9714771729061455
10586,7.970497777768359
10587,7.968000101174732
10588,7.966687781617761
10589,7.971988275677172
10590,7.965164294231623
10591,7.958918382585746
10592,7.949531128695658
10593,7.9468354218577355
10594,7.942211888358778
10595,7.956470459918804
10596,7.951869763159391
10597,7.957773447000294
10598,7.962465075544574
10599,7.961413467449103
10600,7.962988031050747
10601,7.962081835086644
10602,7.955052229505069
10603,7.963312982630897
10604,7.960993700073263
10605,7.968358291130574
10606,7.972287680594545
10607,7.958651137670964
10608,7.952087457036345
10609,7.945846733000149
10610,7.95136815738158
10611,7.947500063701223
10612,7.94817523965964
10613,7.956625839457601
10614,7.960372042534636
10615,7.961159870288012
10616,7.956339201911992
10617,7.954375224726395
10618,7.950838384119455
10619,7.950306232457026
10620,7.956961894338078
10621,7.953636008795916
10622,7.96699970354091
10623,7.963548684804301
10624,7.9608484656697325
10625,7.957505591393896
10626,7.9600182697840625
10627,7.953937307764774
10628,7.944178346189657
10629,7.940122944429482
10630,7.946535976561162
10631,7.943091786072626
10632,7.949139171771228
10633,7.945273448655602
10634,7.939049995443998
10635,7.945774141204658
10636,7.94356856010551
10637,7.941871377954624
10638,7.940014356189979
10639,7.939876023509533
10640,7.929613183306061
10641,7.92739028625557
10642,7.928530629829809
10643,7.93733746995264
10644,7.939544191689793
10645,7.945709028539732
10646,7.934581963252147
10647,7.932703722984623
10648,7.9280404126864585
10649,7.936002259490961
10650,7.944797738452471
10651,7.940578327684787
10652,7.945217664196682
10653,7.944911823525625
10654,7.945175057969508
10655,7.93804086179918
10656,7.940926397005473
10657,7.936264132243774
10658,7.926064456800218
10659,7.930572681833009
10660,7.926553902245047
10661,7.925414710171818
10662,7.93077787321815
10663,7.93112083224267
10664,7.93313911642997
10665,7.926338343764645
10666,7.929294010869345
10667,7.927821707935603
10668,7.925697964970033
10669,7.927966983395669
10670,7.926205466895097
10671,7.912296546606584
10672,7.919311380566869
10673,7.914162249749003
10674,7.922711374334627
10675,7.927130284548296
10676,7.927735684373922
10677,7.93937727904394
10678,7.936495577622415
10679,7.942326879711989
10680,7.938979997598358
10681,7.94192767684464
10682,7.931049860954652
10683,7.9336085975818325
10684,7.9349921343439975
10685,7.939507644844555
10686,7.941304018886177
10687,7.945804946538905
10688,7.938824446882529
10689,7.938846149216929
10690,7.939618831727313
10691,7.9372970755079395
10692,7.94167159785014
10693,7.934884179083176
10694,7.9343996186084444
10695,7.93108060658258
10696,7.930374611448918
10697,7.928689276540697
10698,7.925822706170584
10699,7.923507885730702
10700,7.923596808389758
10701,7.925217709193277
10702,7.919273031333318
10703,7.919200101986088
10704,7.925415102581666
10705,7.919058840250429
10706,7.919440083114918
10707,7.912584199063536
10708,7.907931538475997
10709,7.914350910208902
10710,7.907887224011534
10711,7.905787445783468
10712,7.913902432509569
10713,7.904527742933258
10714,7.930210215028742
10715,7.934742483887949
10716,7.943930185603755
10717,7.946943620146273
10718,7.9488963591160315
10719,7.954432291672886
10720,7.951001464118201
10721,7.9469933294859105
10722,7.943255204639639
10723,7.9470684468746535
10724,7.947298199200344
10725,7.945186052390974
10726,7.955757591690738
10727,7.951716206832992
10728,7.959950251700957
10729,7.96516240845448
10730,7.972269826411473
10731,7.989609874318483
10732,7.986397047700288
10733,7.987609044515536
10734,7.98740515183553
10735,7.981501270162374
10736,7.975223742601382
10737,7.974086335049913
10738,7.980838406892873
10739,7.987371609216383
10740,7.982508676980763
10741,7.974120320435203
10742,7.970984380510854
10743,7.978492241308647
10744,7.9748061902549825
10745,7.969874717228513
10746,7.969995988009353
10747,7.969755268988023
10748,7.965252848017695
10749,7.9587930724184535
10750,7.962641645351557
10751,7.9724920344975745
10752,7.969976762160808
10753,7.973125652330188
10754,7.965515418733508
10755,7.968469101880992
10756,7.967973962757152
10757,7.953159570643782
10758,7.958679148671299
10759,7.96434703267469
10760,7.96789904737068
10761,7.965807994998516
10762,7.963933195196855
10763,7.957171989766851
10764,7.951094327292542
10765,7.945041657754677
10766,7.949552072896763
10767,7.949695823152408
10768,7.953232590698281
10769,7.94356852849631
10770,7.9299792211465325
10771,7.921986835217771
10772,7.927251050326527
10773,7.930962880932198
10774,7.928233216613793
10775,7.931633287519397
10776,7.922656819415183
10777,7.918284104768179
10778,7.922477211575777
10779,7.916084690012095
10780,7.920511847199124
10781,7.92402690986719
10782,7.917411966168077
10783,7.92070257396451
10784,7.911932283330981
10785,7.91687745925511
10786,7.915219557489409
10787,7.921834278239779
10788,7.933761006295218
10789,7.929121535026713
10790,7.918985495879301
10791,7.9152239948497245
10792,7.915133122437027
10793,7.914554700159644
10794,7.920592908561186
10795,7.9219409569616035
10796,7.921141520207625
10797,7.917723071818449
10798,7.92054906555874
10799,7.91471941841941
10800,7.917005715158509
10801,7.920973688410238
10802,7.91932924904729
10803,7.914416138576048
10804,7.912999562790465
10805,7.914252857026859
10806,7.914441142235748
10807,7.915167866720212
10808,7.919848925855677
10809,7.927131206051046
10810,7.9262940339527574
10811,7.92383483079885
10812,7.926825295068406
10813,7.924116617308147
10814,7.914995444301758
10815,7.914859481450775
10816,7.917716730297529
10817,7.922549619344254
10818,7.922699976315793
10819,7.921407317034721
10820,7.92076265775262
10821,7.924444844897139
10822,7.926117672742132
10823,7.920438559937074
10824,7.9231931586747875
10825,7.916059739795343
10826,7.913965046992354
10827,7.915489138304801
10828,7.906092226294638
10829,7.903149944857205
10830,7.899770110281696
10831,7.898746828188127
10832,7.90620486936706
10833,7.908239625230293
10834,7.913321832730468
10835,7.910303265389919
10836,7.90236384511796
10837,7.905205951849343
10838,7.90478953201984
10839,7.896358871000762
10840,7.888604586490405
10841,7.89207199024143
10842,7.891967748883746
10843,7.890985949592634
10844,7.893802095802794
10845,7.893107453338922
10846,7.8981354586581025
10847,7.90507994644179
10848,7.898496601316336
10849,7.907318284229782
10850,7.905717866557631
10851,7.901681036292863
10852,7.904050409707447
10853,7.897211804968271
10854,7.887176055794569
10855,7.894740800214848
10856,7.891303142616781
10857,7.892727791394938
10858,7.887536473855679
10859,7.889420252627549
10860,7.888767881403995
10861,7.895786269208888
10862,7.892476348502712
10863,7.895346976387653
10864,7.888845829481236
10865,7.893230124927543
10866,7.89000259560273
10867,7.8901333795967705
10868,7.889767881780007
10869,7.897553637252477
10870,7.902262926390419
10871,7.9017460235979575
10872,7.900652666062184
10873,7.898627940522641
10874,7.896517669678317
10875,7.899645805603465
10876,7.8963965432307495
10877,7.9000596337763
10878,7.904444489136935
10879,7.903832488176233
10880,7.916146392016892
10881,7.918982957947364
10882,7.925557345142351
10883,7.928752997193997
10884,7.923770962332709
10885,7.917582847539977
10886,7.924890433398793
10887,7.924924893313519
10888,7.9326640201404315
10889,7.930439826430078
10890,7.930389067064707
10891,7.935848553693855
10892,7.942200508415622
10893,7.937792484219274
10894,7.933750651159646
10895,7.938298312193701
10896,7.938719545611578
10897,7.94765971428576
10898,7.9496987084323285
10899,7.944362625646381
10900,7.945157292590782
10901,7.941947319895509
10902,7.936157801403112
10903,7.934673523304137
10904,7.93467544761133
10905,7.944572887497492
10906,7.952007115192742
10907,7.959261641779648
10908,7.959229701392649
10909,7.963793725578317
10910,7.968352868845657
10911,7.9683214197281
10912,7.963848668891782
10913,7.967465118580935
10914,7.959653401811507
10915,7.964871960845935
10916,7.962518466802745
10917,7.96187978574817
10918,7.959481148879088
10919,7.956628517952906
10920,7.9615996291932
10921,7.963940354779
10922,7.965912731333139
10923,7.958810250525334
10924,7.96295297996359
10925,7.954021729718957
10926,7.9581718982630365
10927,7.952276686995211
10928,7.956213267968659
10929,7.9569286813146975
10930,7.948115982863467
10931,7.948013759479909
10932,7.943067031847107
10933,7.94733023320932
10934,7.95013298135291
10935,7.959743557457001
10936,7.9633192646021
10937,7.962183854189649
10938,7.965494451506716
10939,7.968374459860694
10940,7.970994533355768
10941,7.97099648676381
10942,7.975416273802436
10943,7.974530346993096
10944,7.9660651604108645
10945,7.968929610385812
10946,7.965799404403127
10947,7.966780440534309
10948,7.969846426539612
10949,7.9758714687246455
10950,7.972979451666281
10951,7.970791670587675
10952,7.958931259192994
10953,7.969946901659635
10954,7.955394627917744
10955,7.956913422996968
10956,7.950474924056135
10957,7.946056962862861
10958,7.940055291096693
10959,7.9410444263538995
10960,7.954157177773921
10961,7.959741792311855
10962,7.96729043022894
10963,7.967370199188599
10964,7.973336121274069
10965,7.974084915983797
10966,7.970015949562566
10967,7.963226577298576
10968,7.959402962999698
10969,7.956065944003324
10970,7.958470397936988
10971,7.9522596922478535
10972,7.95467545952577
10973,7.95087040936222
10974,7.947840981720764
10975,7.952121550032987
10976,7.95180619050782
10977,7.954425995934134
10978,7.947408421709494
10979,7.944534177886061
10980,7.949628552623866
10981,7.951310763638463
10982,7.951712985696702
10983,7.953551110408937
10984,7.952464214488216
10985,7.957403692650647
10986,7.953409104458265
10987,7.9574472780578285
10988,7.959389851050111
10989,7.956100699419354
10990,7.956354847011339
10991,7.95553216084561
10992,7.963670795265822
10993,7.961264591572162
10994,7.9637018351188384
10995,7.9613645664838355
10996,7.9589229732899485
10997,7.97120665004735
10998,7.965444308248374
10999,7.9617697463457455
11000,7.959543034570617
11001,7.960428321433479
11002,7.964015362763484
11003,7.97179036975656
11004,7.970114164006504
11005,7.974534732703546
11006,7.97269652467878
11007,7.9653377438385045
11008,7.958864358256791
11009,7.967080379974422
11010,7.966904449869113
11011,7.96762614712557
11012,7.962193455898072
11013,7.965151724698912
11014,7.967923882368138
11015,7.973110463068449
11016,7.981616137503767
11017,7.985281316888538
11018,7.975299023447582
11019,7.975265888345196
11020,7.974024616973923
11021,7.980665295373344
11022,7.990927705224634
11023,7.988147253436576
11024,7.993324042264463
11025,7.985039567419099
11026,7.995298366532548
11027,7.997279655938616
11028,7.998576257654638
11029,7.993238957430233
11030,8.00131206648459
11031,7.996470630271113
11032,7.9838312926789
11033,7.984065711170023
11034,7.983818477165698
11035,7.983539884608437
11036,7.9784581896862194
11037,7.97776466480988
11038,7.983200334802016
11039,7.985299765040569
11040,7.9739052795808885
11041,7.964381016710692
11042,7.968786854957036
11043,7.968546849294686
11044,7.971498812214413
11045,7.968090133889317
11046,7.961964244097085
11047,7.957987343166004
11048,7.951530042562016
11049,7.942148613267451
11050,7.940853740854706
11051,7.943819708711204
11052,7.942768836292616
11053,7.947200840287677
11054,7.944396442917347
11055,7.9436061016818895
11056,7.936127069006619
11057,7.931552836386263
11058,7.938313370943425
11059,7.939642272023333
11060,7.946968527916979
11061,7.9438584501325336
11062,7.935151556211609
11063,7.93619000784011
11064,7.93010495395053
11065,7.941509658417264
11066,7.940840102007104
11067,7.943179609989069
11068,7.957620437522327
11069,7.961613467678059
11070,7.959989041161502
11071,7.970135506471675
11072,7.958934516490917
11073,7.950241150827112
11074,7.94682972953912
11075,7.944803476266616
11076,7.949949892703974
11077,7.9474991974027125
11078,7.945690825084819
11079,7.948400766205785
11080,7.952090196543215
11081,7.950615079344238
11082,7.949292058092234
11083,7.956931471295548
11084,7.947603983001089
11085,7.94544443335972
11086,7.945037002246035
11087,7.947037877737205
11088,7.954325740365717
11089,7.953413253434019
11090,7.957801916364265
11091,7.965082574310595
11092,7.964966936740724
11093,7.972358403279082
11094,7.969774383267776
11095,7.963208089973436
11096,7.969879696326953
11097,7.964392579362296
11098,7.968905955341756
11099,7.970366332262129
11100,7.971525891105
11101,7.971853239315641
11102,7.97559979154935
11103,7.971943388308876
11104,7.984870042177859
11105,7.976967174157468
11106,7.971182663158351
11107,7.983620341758486
11108,7.9820784444627995
11109,7.977279409242657
11110,7.970254009292543
11111,7.963651595762257
11112,7.968909088126176
11113,7.966808075981342
11114,7.972589335260249
11115,7.968822111495099
11116,7.978204607669039
11117,7.989174748863908
11118,7.989840702533579
11119,7.995493105341885
11120,7.985257504284283
11121,7.986315132917555
11122,7.975848851921742
11123,7.970506397898111
11124,7.971257545290479
11125,7.974686698752767
11126,7.964665890081646
11127,7.969664188964043
11128,7.958770454434981
11129,7.963076530762815
11130,7.965019949609481
11131,7.964135083019285
11132,7.960880907256052
11133,7.959612773935368
11134,7.962226186610755
11135,7.952096777157233
11136,7.951835234825376
11137,7.953238246504638
11138,7.942961136697314
11139,7.933899416175453
11140,7.943961156654747
11141,7.949587923398152
11142,7.9478183553103685
11143,7.949194197313999
11144,7.94404304558253
11145,7.93909709937728
11146,7.936713070264504
11147,7.931472602753595
11148,7.931423039441179
11149,7.924187818934453
11150,7.921257609335894
11151,7.933407863235886
11152,7.942174052872351
11153,7.934462657283295
11154,7.936434873199291
11155,7.923645562571963
11156,7.9304021911864915
11157,7.918099867622343
11158,7.922795662156673
11159,7.925320890677713
11160,7.924309433414641
11161,7.915551395795432
11162,7.919022641861468
11163,7.929634465582826
11164,7.925103087373785
11165,7.933902586304579
11166,7.941110455035838
11167,7.944657581793199
11168,7.945878297632969
11169,7.940102314089744
11170,7.948475495846809
11171,7.948174681952063
11172,7.945466566897918
11173,7.94037758135379
11174,7.942930797609957
11175,7.93490798499442
11176,7.925311865879923
11177,7.928891667974281
11178,7.930515909734278
11179,7.927440389138644
11180,7.929726655241989
11181,7.927581582013755
11182,7.935710675613657
11183,7.93700702825183
11184,7.939855881305238
11185,7.938748377614746
11186,7.949712786775782
11187,7.953013856043651
11188,7.965640162337793
11189,7.957821713481837
11190,7.963639931935731
11191,7.965961726787821
11192,7.963968333730917
11193,7.956438391567583
11194,7.955285606548076
11195,7.957987734454409
11196,7.964210080458607
11197,7.96191844803514
11198,7.968744733560659
11199,7.955036631383293
11200,7.946751971015204
11201,7.9479274100980755
11202,7.951074474633324
11203,7.951144426220092
11204,7.9376411866989445
11205,7.941638545981684
11206,7.949453621652751
11207,7.950359891892579
11208,7.9518811563304475
11209,7.9493520860453275
11210,7.946010184661345
11211,7.938058025989021
11212,7.945223697093464
11213,7.952814323589581
11214,7.947318345182207
11215,7.952074829027014
11216,7.951405949066525
11217,7.949094383075764
11218,7.955386359436006
11219,7.961213436189635
11220,7.962512458390397
11221,7.9644824825693075
11222,7.965996539974075
11223,7.970885564992747
11224,7.9783997858331865
11225,7.979061826671702
11226,7.982718387861697
11227,7.981988688486421
11228,7.991937380677742
11229,8.00139345108554
11230,8.001187687111438
11231,8.000957635690524
11232,7.993833291504871
11233,7.989242031503465
11234,7.986872243153721
11235,7.9820815202542645
11236,7.981862982824756
11237,7.985595041926393
11238,7.9885199447896245
11239,7.986385057266421
11240,7.984524793325332
11241,7.973128474560486
11242,7.975723975524603
11243,7.978887665023746
11244,7.982967747277612
11245,7.9784589580391065
11246,7.974648417957629
11247,7.981001411561805
11248,7.989280796788236
11249,7.983536616263794
11250,7.983493509191621
11251,7.988753230384304
11252,7.9907399707574
11253,7.9963812739144435
11254,7.989980962862374
11255,7.983937911466839
11256,7.984491100846022
11257,7.977107434239167
11258,7.978268289376553
11259,7.971457133112651
11260,7.970883181051817
11261,7.967774892937322
11262,7.959493884621796
11263,7.961342420631002
11264,7.966943159593746
11265,7.975644802717169
11266,7.9713747893748295
11267,7.969574272471201
11268,7.966152928074435
11269,7.979057694712756
11270,7.976725108492619
11271,7.984068409143945
11272,7.999931634766014
11273,8.005680755130577
11274,8.003557454706232
11275,8.005172454969792
11276,8.0060518372327
11277,8.006631070593636
11278,7.995827304302829
11279,7.992743476967684
11280,8.001244263806766
11281,8.00659552327056
11282,8.008404800253002
11283,8.013724730556874
11284,8.015197806526464
11285,8.017103140630267
11286,8.0288114419919
11287,8.032802823831116
11288,8.040854888476451
11289,8.046686375547885
11290,8.049162738298639
11291,8.052123063696147
11292,8.047316398377633
11293,8.043824814635519
11294,8.050003765828821
11295,8.04248937667768
11296,8.048825281212135
11297,8.046378492613004
11298,8.050157166279593
11299,8.04965921801388
11300,8.049176747664706
11301,8.042068711117784
11302,8.04453763465206
11303,8.041727359953606
11304,8.050308211042553
11305,8.043482203595763
11306,8.041966703088715
11307,8.043537795268849
11308,8.031322220830852
11309,8.031166764306509
11310,8.034640678348486
11311,8.025616602478836
11312,8.027072409586395
11313,8.029697110839258
11314,8.036832209099286
11315,8.035457211000303
11316,8.034623149543235
11317,8.03571061528179
11318,8.03893857427772
11319,8.036378718595198
11320,8.040847189086518
11321,8.04492441347745
11322,8.04884591190497
11323,8.038467762957355
11324,8.04386834857679
11325,8.041186694730849
11326,8.036235155266853
11327,8.029368954915235
11328,8.031850418301948
11329,8.03201125569984
11330,8.024004966459708
11331,8.02256457141703
11332,8.02624033957746
11333,8.014855816760495
11334,8.017094340928727
11335,8.015093969454853
11336,8.009232115087794
11337,8.01869698535961
11338,8.022710918489016
11339,8.030021201700045
11340,8.024768942979847
11341,8.02635271051899
11342,8.022254429626805
11343,8.025011018827664
11344,8.021738240812903
11345,8.028015424629736
11346,8.033873017514617
11347,8.031512230219539
11348,8.034681704003312
11349,8.038217542566747
11350,8.039221944534335
11351,8.046323271134925
11352,8.038848499870046
11353,8.041855100424247
11354,8.039329845154985
11355,8.029881333417247
11356,8.020814250136407
11357,8.011379063225991
11358,8.009190793461029
11359,8.000474228028297
11360,8.004599066184898
11361,8.007911562637412
11362,8.015110305237773
11363,8.012798195725242
11364,8.01464715940504
11365,8.006656559441147
11366,8.011090085811878
11367,8.006659057870701
11368,8.015642781839217
11369,8.006630717002212
11370,8.002102857591842
11371,8.00266008532371
11372,8.010716293156861
11373,8.008900928008597
11374,8.01090747254592
11375,8.012754732757395
11376,8.007764461145646
11377,8.003909288574798
11378,8.013298014871717
11379,8.024066825105097
11380,8.018993204912594
11381,8.019524480936465
11382,8.02372142750524
11383,8.0310909174862
11384,8.034516692852783
11385,8.041109921274623
11386,8.031162506835715
11387,8.033407893320664
11388,8.038756698501587
11389,8.047228112245794
11390,8.047790058605518
11391,8.049222346045443
11392,8.039660505142255
11393,8.043945833449586
11394,8.044041591762872
11395,8.049582967840875
11396,8.044557172703836
11397,8.04555839146912
11398,8.039100921494782
11399,8.04159165652236
11400,8.046109612948488
11401,8.051120202852537
11402,8.05584532002019
11403,8.050917714802193
11404,8.05249455558111
11405,8.048930775949964
11406,8.049385924473258
11407,8.038909332435052
11408,8.037607386210247
11409,8.031426200769895
11410,8.033105166906322
11411,8.033599653241373
11412,8.038715472652816
11413,8.040651270282849
11414,8.039319817302228
11415,8.039839008386863
11416,8.045812295795661
