,mae
10250,0.7869421162755802
10251,0.7875153098755737
10252,0.7899071081461422
10253,0.7911005813164695
10254,0.7903189767662498
10255,0.7877256767779929
10256,0.7796653696012769
10257,0.7792442924741622
10258,0.7748342777015674
10259,0.7760628426198078
10260,0.776519985390519
10261,0.7745252959376774
10262,0.7737038415373145
10263,0.7620832612094625
10264,0.7612190359567417
10265,0.7622464073035616
10266,0.7625643009156812
10267,0.7631070219860416
10268,0.7635978184127726
10269,0.7653572966770497
10270,0.7590651358861362
10271,0.757378329812929
10272,0.7555524097788648
10273,0.7554509997289427
10274,0.7567970654212329
10275,0.7506707164528347
10276,0.7553163148183923
10277,0.763706989859705
10278,0.7642813667772165
10279,0.7721330555856495
10280,0.7719535318423569
10281,0.7757323205079151
10282,0.7730112255412396
10283,0.7768768807919866
10284,0.780085581037061
10285,0.7868569391550331
10286,0.7885959284984876
10287,0.7911608998303412
10288,0.7972198640486816
10289,0.7917384279976922
10290,0.7907016187520295
10291,0.7944308703293067
10292,0.7975018476050533
10293,0.797185112690475
10294,0.7991475832545512
10295,0.7951500627390925
10296,0.7886932382267395
10297,0.7946617586195629
10298,0.7979003834587757
10299,0.7982655483859394
10300,0.8055508946842537
10301,0.8062107483853946
10302,0.8080473405439048
10303,0.8120214969980563
10304,0.813833957849054
10305,0.817934809806632
10306,0.8185099101972267
10307,0.8150523648149973
10308,0.8146236180312275
10309,0.8241682062605855
10310,0.8237882994387392
10311,0.8243834128404739
10312,0.8239788127539153
10313,0.8284704224003626
10314,0.827387420477778
10315,0.8243707382350658
10316,0.8209307068492729
10317,0.821401526400942
10318,0.8201720105501161
10319,0.8195856770050922
10320,0.818649738593511
10321,0.8203472230267973
10322,0.8233203884846272
10323,0.8219030731072449
10324,0.8180446408054319
10325,0.8181176696029191
10326,0.809049340029351
10327,0.809748825695701
10328,0.8087856914967337
10329,0.8098299516274577
10330,0.8155809727189189
10331,0.8118381979482113
10332,0.8165395853280872
10333,0.8181913630628609
10334,0.8199702048123558
10335,0.8201439609721206
10336,0.8220141240597373
10337,0.8277717664811182
10338,0.8265875052709258
10339,0.8257048807051788
10340,0.8281976486258885
10341,0.8307034374872768
10342,0.8340451914260529
10343,0.8308533655166935
10344,0.8228804128703839
10345,0.8240442432310197
10346,0.8231407328840807
10347,0.8166839067273067
10348,0.8136546428567806
10349,0.8092178584002099
10350,0.814486018994801
10351,0.8180482649556724
10352,0.8177353788486108
10353,0.8174620698829007
10354,0.8143741809041564
10355,0.8210638154077875
10356,0.828769320339584
10357,0.833490943332411
10358,0.8289166788516182
10359,0.8316514540700207
10360,0.8246796569544041
10361,0.8199594668429407
10362,0.8222179889706567
10363,0.8286633468454178
10364,0.831307023105352
10365,0.8361167289704869
10366,0.8330408411886163
10367,0.8373528388772723
10368,0.8358120539812913
10369,0.8357702147708859
10370,0.8387636564556368
10371,0.83647757506449
10372,0.8368668106890654
10373,0.8392090449653918
10374,0.8401731918401687
10375,0.8379790723370381
10376,0.8392469719891483
10377,0.8308242677688955
10378,0.8283469701878625
10379,0.8352533829216402
10380,0.8363031028765461
10381,0.8366709112708722
10382,0.8360093830286762
10383,0.8331170628119727
10384,0.8311039956161383
10385,0.8286258608988404
10386,0.8294012942936886
10387,0.8278913087043039
10388,0.8361325300710419
10389,0.8358205041840685
10390,0.8391509652192684
10391,0.8368419553415656
10392,0.8376783916947036
10393,0.8402071815138027
10394,0.8452827186864683
10395,0.8462611882023112
10396,0.8384291526867607
10397,0.8402440478574716
10398,0.8378520697921874
10399,0.8357695409658302
10400,0.8358174716843567
10401,0.8369631991576589
10402,0.837996232087748
10403,0.8449400708643113
10404,0.8447119054477575
10405,0.8454438354853143
10406,0.8506921672285955
10407,0.8466574800692381
10408,0.8478144836067288
10409,0.8505422210494619
10410,0.8544430167351584
10411,0.8535608465560913
10412,0.8560332257089006
10413,0.857372999577154
10414,0.8552815273296986
10415,0.8530545444465213
10416,0.8516655555007541
10417,0.8491522616805137
10418,0.855781558620446
10419,0.8569038186407761
10420,0.8542364757149732
10421,0.8543139723465237
10422,0.8468395895406801
10423,0.8442590916162748
10424,0.8444790731540799
10425,0.8459857378948418
10426,0.8494845423432196
10427,0.8487121416400478
10428,0.8487075251130827
10429,0.8497708300058144
10430,0.8490458975768606
10431,0.8493636319600189
10432,0.8507106256565621
10433,0.8463773507023561
10434,0.8475639576321131
10435,0.8498694999669273
10436,0.8495923104805583
10437,0.8558625748813259
10438,0.8551460731688575
10439,0.8535133713146922
10440,0.8517496763328373
10441,0.8514220512645093
10442,0.8536012830570314
10443,0.8525301197925991
10444,0.8539080693200052
10445,0.845888944620476
10446,0.8484939863523191
10447,0.8407475542433314
10448,0.8425949394531407
10449,0.8406282798157999
10450,0.8384837310585332
10451,0.8398846448509384
10452,0.8390521213924893
10453,0.8409886422844041
10454,0.839523800173598
10455,0.834249897153487
10456,0.829698697273966
10457,0.8282484224276518
10458,0.8258370708761927
10459,0.8233423646870723
10460,0.8241082422118873
10461,0.8268186613471095
10462,0.8275804236431771
10463,0.8287128711161773
10464,0.8277860568817733
10465,0.8275848193280247
10466,0.8253538389543958
10467,0.8210739713282356
10468,0.8222050197016018
10469,0.8240043529555655
10470,0.8275826735521418
10471,0.829124320990221
10472,0.8264517768669186
10473,0.8298701643765736
10474,0.8402381841847915
10475,0.839314096071346
10476,0.8422188867145047
10477,0.8411994996214422
10478,0.8397091567953744
10479,0.8341730819033457
10480,0.8301391362311051
10481,0.8249010614193402
10482,0.8161728381885324
10483,0.8171961887786551
10484,0.8086963166315247
10485,0.8053693121090564
10486,0.8098954834403321
10487,0.8145969806438025
10488,0.8149265612780329
10489,0.8168395647032061
10490,0.8156876962039146
10491,0.8215504641205503
10492,0.8187400189543278
10493,0.8164676603463676
10494,0.8174985760212022
10495,0.8181912868645895
10496,0.8228397921321856
10497,0.8231104220124076
10498,0.8236410756845046
10499,0.8282907767867346
10500,0.8310181208541656
10501,0.8367425149351378
10502,0.8376733307327788
10503,0.8387988555799737
10504,0.8380301407008376
10505,0.8344863184351995
10506,0.8332237522027401
10507,0.8311425766169265
10508,0.8310584186909101
10509,0.8322769087711304
10510,0.8362022507429714
10511,0.8438006013934081
10512,0.8413317622124658
10513,0.8402722426028452
10514,0.8405270806283969
10515,0.8423994492510005
10516,0.8385202879534251
10517,0.8343140988296233
10518,0.8345993942888074
10519,0.8309983790896702
10520,0.8302972807385813
10521,0.8307976543445601
10522,0.8318392223335611
10523,0.8258669893648635
10524,0.8226989707425011
10525,0.8170924220329677
10526,0.8125332123155776
10527,0.8123754668502864
10528,0.8077322793932621
10529,0.8127734029432576
10530,0.8278590992844557
10531,0.8238545641361522
10532,0.8196613367204397
10533,0.8236889665197289
10534,0.8256870415922021
10535,0.828544483200306
10536,0.8313535582876618
10537,0.8312706882636732
10538,0.8304579776627742
10539,0.8346028389436572
10540,0.8296349971379099
10541,0.8345828444195929
10542,0.8364477239467037
10543,0.832019021436496
10544,0.8295967721165967
10545,0.8243912641869096
10546,0.8251064467875976
10547,0.8258326304380502
10548,0.8315279127597476
10549,0.8244062438101359
10550,0.8269817419647352
10551,0.8265142037955017
10552,0.8259232725089526
10553,0.8213059283039036
10554,0.8292340180087413
10555,0.8291574786760038
10556,0.8295854736512202
10557,0.8276980592415748
10558,0.8259340641111003
10559,0.8259422532724446
10560,0.827516106631765
10561,0.8251528725746364
10562,0.8250405658593458
10563,0.8261415633098016
10564,0.8253286907940679
10565,0.8266804129854112
10566,0.827327042020855
10567,0.8255879974842679
10568,0.8251684613395756
10569,0.8237179185170885
10570,0.8133867366988154
10571,0.8149328845708748
10572,0.8121111711359953
10573,0.8114273594055282
10574,0.8175510476049117
10575,0.8173940755910892
10576,0.8137178448469243
10577,0.808216967116498
10578,0.8152247681283047
10579,0.8161446774416864
10580,0.8153904383139511
10581,0.8135448812982954
10582,0.8085813315059873
10583,0.8124042849478741
10584,0.8101262600364714
10585,0.8117323012441435
10586,0.8107502629102349
10587,0.8132505823048093
10588,0.8119356203420083
10589,0.810878957522331
10590,0.8057951536331688
10591,0.8041820131177452
10592,0.8031177178291085
10593,0.8004193705600477
10594,0.8045169252848922
10595,0.8002992576906993
10596,0.7956959216842565
10597,0.7909478847107506
10598,0.7911215481023457
10599,0.7900673019434211
10600,0.7916392278760203
10601,0.7916880513853691
10602,0.7892376861636137
10603,0.7809795695239623
10604,0.7786576508743235
10605,0.7712956955149035
10606,0.7714844207287359
10607,0.7736470687987644
10608,0.7772557372975136
10609,0.7809431254292087
10610,0.776099338911955
10611,0.778320711864347
10612,0.7776481688466799
10613,0.7803977033825483
10614,0.7841412743060575
10615,0.7838624389012767
10616,0.7854400019508432
10617,0.7874066101095722
10618,0.7838671389228503
10619,0.7844019207717733
10620,0.7802851025326372
10621,0.7836136174748912
10622,0.7831659937108283
10623,0.7851984590338222
10624,0.784450831487542
10625,0.7877963335913759
10626,0.7903063845464244
10627,0.7961549465287682
10628,0.7864002677029365
10629,0.7859056638368569
10630,0.779495257569373
10631,0.7773574465166949
10632,0.7713126858971789
10633,0.7674443380949302
10634,0.7612182605891123
10635,0.7544967387303174
10636,0.7567049433390385
10637,0.7584047486072681
10638,0.7602643930970826
10639,0.7604053481105839
10640,0.7657212557143358
10641,0.7655423633645351
10642,0.7644046409473594
10643,0.7556004215897123
10644,0.7567716654819735
10645,0.7567068546092327
10646,0.7509273597215648
10647,0.7528082191873382
10648,0.7539467664115811
10649,0.7548921323074594
10650,0.7460992713696121
10651,0.7503212997695492
10652,0.7456845804985526
10653,0.7453761229778895
10654,0.7456367409634052
10655,0.7386644727105943
10656,0.7371819507913348
10657,0.7418468308380461
10658,0.737640916675707
10659,0.7421465272054327
10660,0.7451550726389454
10661,0.7448550853456521
10662,0.7457598626385893
10663,0.7454195165539452
10664,0.7464604105812322
10665,0.7532637954051893
10666,0.7503107400685847
10667,0.751785654379947
10668,0.7539120083327179
10669,0.7516456005039253
10670,0.7534097272110389
10671,0.7612389088686975
10672,0.7599022065186408
10673,0.7632305740425812
10674,0.7672151411674412
10675,0.7644954821020564
10676,0.7650982740617235
10677,0.7627360219580689
10678,0.7633399538299159
10679,0.7640363558773109
10680,0.7673858442976794
10681,0.7697704338445498
10682,0.7676470652537698
10683,0.7676859169526149
10684,0.7690668489663322
10685,0.7681579825354646
10686,0.7663642124634965
10687,0.7685325941296284
10688,0.7694190205435785
10689,0.7694381200760829
10690,0.7686680399784593
10691,0.7663436817354028
10692,0.7707156024429402
10693,0.7643672601678595
10694,0.7648544214993902
10695,0.7681760339932091
10696,0.768884629206038
10697,0.7705725638046969
10698,0.7710186295118737
10699,0.7712461148907858
10700,0.7711597907563311
10701,0.7695414880889153
10702,0.7754887636965415
10703,0.775564290403057
10704,0.7799578515411192
10705,0.7851400104970683
10706,0.784761363827073
10707,0.7847887895617682
10708,0.789444045567563
10709,0.7830272688648823
10710,0.7790270855995842
10711,0.7769247131171837
10712,0.78180566790404
10713,0.7840444603082766
10714,0.7858276673285598
10715,0.7860350017868173
10716,0.779567960694662
10717,0.7824060158117118
10718,0.7817771668487842
10719,0.7858949598473772
10720,0.7893283781677624
10721,0.7933391031784169
10722,0.7970798180157741
10723,0.7932691653846249
10724,0.7934963284936117
10725,0.7956110641325798
10726,0.7955119113605988
10727,0.7914679384472892
10728,0.7879778729459861
10729,0.7875316598440635
10730,0.7826808158361248
10731,0.7801407936076717
10732,0.7833562063473511
10733,0.7845656174277554
10734,0.78435913939949
10735,0.7902656060343785
10736,0.7863666721377439
10737,0.7852266803974224
10738,0.7895005029460544
10739,0.7838091881287623
10740,0.7789436728631763
10741,0.7740039013922239
10742,0.7722232254296045
10743,0.7751626939419901
10744,0.7746707498089488
10745,0.7779354219963673
10746,0.7778167319292825
10747,0.7780600312785341
10748,0.7825650321910077
10749,0.7828509684586437
10750,0.7790049746963064
10751,0.7713741754382922
10752,0.7703898113448437
10753,0.7735361235000918
10754,0.7742720468316227
10755,0.7729551696123659
10756,0.7724574536305102
10757,0.7779101633598686
10758,0.779000469167022
10759,0.7753777291018461
10760,0.7729392992105472
10761,0.7708456719060781
10762,0.7727230462550768
10763,0.7794868258475053
10764,0.7855670620993854
10765,0.7871160633126784
10766,0.7916239054467271
10767,0.7917650830790178
10768,0.7882308877718744
10769,0.7838677349628733
10770,0.7702758561434411
10771,0.7765526664291609
10772,0.7799059647854575
10773,0.7761967044962593
10774,0.7734644702456602
10775,0.7700669688880297
10776,0.7715779511567059
10777,0.7672026677300006
10778,0.7713932061419448
10779,0.7649981165666023
10780,0.7605735270073007
10781,0.7570610315830844
10782,0.7518469203395675
10783,0.7551349616597328
10784,0.7607315031207259
10785,0.7590597781091998
10786,0.7607202452002257
10787,0.759121821185398
10788,0.7568681406891753
10789,0.7550205417271253
10790,0.7569277403619649
10791,0.7569036773140377
10792,0.7568102418763516
10793,0.7573912267955334
10794,0.7513555806526593
10795,0.7500100941278358
10796,0.749208095881281
10797,0.7457870863824879
10798,0.7436089107338817
10799,0.7494411182170795
10800,0.7517248549950964
10801,0.7556902686684753
10802,0.7573372672271005
10803,0.7622529365114019
10804,0.7613542953605561
10805,0.7601035591721604
10806,0.7602892867154952
10807,0.7595651195141979
10808,0.7642436217488259
10809,0.7664242767187883
10810,0.766236325928204
10811,0.7652508337960104
10812,0.7682387426934804
10813,0.7655275099431804
10814,0.7564093774117598
10815,0.7562708603346536
10816,0.7574807058940578
10817,0.7623110414783502
10818,0.7621632375874857
10819,0.7634584495675308
10820,0.7641056611669579
10821,0.7677852963757374
10822,0.7694555726665213
10823,0.76401275677655
10824,0.7667648047229458
10825,0.7739007740123485
10826,0.7748086415805839
10827,0.7732870999155461
10828,0.7798622254162245
10829,0.7785658665097873
10830,0.7819482495893095
10831,0.7829740798058739
10832,0.7821039738153629
10833,0.7841361823174662
10834,0.7804921145771806
10835,0.7774710006371376
10836,0.7755967819069227
10837,0.7784363428002219
10838,0.7780173775132541
10839,0.7757690092312371
10840,0.7793155835145902
10841,0.7818227862015179
10842,0.7819295714947584
10843,0.7829139143410918
10844,0.7857275173763081
10845,0.786424702634902
10846,0.7914501655395245
10847,0.7845082197902878
10848,0.7910941065701406
10849,0.7899825019192602
10850,0.790910456349914
10851,0.7949498271292704
10852,0.7925967645880873
10853,0.7882404072955416
10854,0.7813320125134813
10855,0.7888942179381246
10856,0.7923344141522312
10857,0.7909123036105736
10858,0.7955140379360494
10859,0.7936327966417699
10860,0.7929778883199942
10861,0.7909591312587613
10862,0.7876466742129331
10863,0.7850286534638895
10864,0.7915323359516174
10865,0.7872798372706772
10866,0.7840497731226675
10867,0.7839215235728507
10868,0.7842895554549211
10869,0.7885093530900085
10870,0.792297584081584
10871,0.7928170198029438
10872,0.7939129098889289
10873,0.7932817921867859
10874,0.7950788279314717
10875,0.7980729952250734
10876,0.8013247886338093
10877,0.7976642287458711
10878,0.7941013352546051
10879,0.7947158661162773
10880,0.7914458706859789
10881,0.7922332812222049
10882,0.7950383978092852
10883,0.7957707571746847
10884,0.797379974790273
10885,0.7974732112198042
10886,0.7994280798343081
10887,0.7993961467962424
10888,0.8013282707952099
10889,0.7991015509637099
10890,0.7991548360725587
10891,0.7936978748092696
10892,0.7935035551957926
10893,0.789568361812392
10894,0.7902821695629395
10895,0.7946627627563205
10896,0.7950814726955655
10897,0.7926167493808531
10898,0.7905802779584196
10899,0.7852416728254997
10900,0.7844495278509631
10901,0.7876620221390507
10902,0.7871887348385829
10903,0.7886755337764401
10904,0.7886749376216343
10905,0.7797167025712665
10906,0.7827499360898559
10907,0.7810194841992865
10908,0.7810539435413204
10909,0.7776391372650172
10910,0.7773376672808883
10911,0.777371634223849
10912,0.7761713803250256
10913,0.7725574477084699
10914,0.767840598109614
10915,0.7730566408240238
10916,0.7740350204745099
10917,0.7733938238522747
10918,0.7757949759129236
10919,0.7729398301712112
10920,0.7679712333704654
10921,0.7703094448926424
10922,0.7683395820262585
10923,0.7728495929579128
10924,0.776989809459982
10925,0.7823195325544297
10926,0.7805935726707255
10927,0.7798245900092848
10928,0.7758905204695606
10929,0.7766034227573548
10930,0.7854186318914126
10931,0.7853138982003925
10932,0.7812987629244156
10933,0.7851177769921397
10934,0.7823175380302592
10935,0.7846199894110119
10936,0.7836147942696847
10937,0.7847527127385955
10938,0.7847455669951157
10939,0.7850781633105673
10940,0.78246059674721
10941,0.7824611498960814
10942,0.778043869039624
10943,0.7789323016564408
10944,0.776794028908839
10945,0.7739320839921556
10946,0.7770647946585837
10947,0.7760862628366767
10948,0.7730227807662383
10949,0.7783436853621117
10950,0.7812382056066874
10951,0.7804006407070232
10952,0.779270206893006
10953,0.778667271836771
10954,0.7657589612434065
10955,0.7672752550070743
10956,0.7709981865814772
10957,0.7695697506109279
10958,0.7742526241046508
10959,0.7752392595418164
10960,0.7802655473744142
10961,0.7746834319090996
10962,0.7722383013581489
10963,0.7721610307239094
10964,0.7781244548574757
10965,0.7773781577261907
10966,0.7733066940999199
10967,0.7743254420740564
10968,0.7734101611333025
10969,0.7719863198449946
10970,0.7743882780666775
10971,0.7681750770386875
10972,0.7657618047265585
10973,0.7619542599702357
10974,0.7589223381089648
10975,0.754644263643655
10976,0.7549621166428886
10977,0.7575794289679266
10978,0.7535761853320163
10979,0.755613617421298
10980,0.7607055001758636
10981,0.7590257807719385
10982,0.758626049951859
10983,0.7604616837983921
10984,0.7615510702124161
10985,0.7582893319403571
10986,0.762286409881407
10987,0.763695712800786
10988,0.7617556288127589
10989,0.7650472690756509
10990,0.7648691653387567
10991,0.7640439912849715
10992,0.7706466515461439
10993,0.7682379607082834
10994,0.7658032039339643
10995,0.7665087302846375
10996,0.768157288803436
10997,0.7601688015881943
10998,0.7593263209255944
10999,0.7609607995063971
11000,0.7620789863366251
11001,0.7629617890284844
11002,0.7593772314980842
11003,0.7530952344582272
11004,0.7547739232652544
11005,0.7515877651326257
11006,0.7497470747933007
11007,0.7515916400668345
11008,0.7580675072209201
11009,0.7609775664900555
11010,0.7607991555543412
11011,0.7600799387573877
11012,0.756900167309302
11013,0.7546546715284368
11014,0.7574243498505265
11015,0.7607838643184214
11016,0.7587970406112057
11017,0.7624597417607094
11018,0.7553076560514571
11019,0.7552720434547731
11020,0.7565157919499437
11021,0.7558938816366771
11022,0.7647504157890821
11023,0.7619674879879998
11024,0.7567931748029564
11025,0.7618092397173534
11026,0.7617656836565931
11027,0.7637444985300248
11028,0.7650386260833704
11029,0.770378400100551
11030,0.766403234158193
11031,0.771247143424804
11032,0.7772992317963847
11033,0.7770672856189758
11034,0.7773169915673868
11035,0.7775980556991636
11036,0.7752492193986706
11037,0.7753628648430093
11038,0.7807960643690142
11039,0.7786991042272425
11040,0.7778430331245555
11041,0.7794271639695813
11042,0.7750237947122963
11043,0.7752662689945775
11044,0.7776952705982121
11045,0.7811064168051449
11046,0.7819259459768874
11047,0.7859053140519301
11048,0.7802165306343054
11049,0.7801400476884112
11050,0.7814373861387217
11051,0.7829246215504405
11052,0.7818712838316092
11053,0.7863008228950058
11054,0.7891076848284782
11055,0.788314879398347
11056,0.7917318353379699
11057,0.7871551392597128
11058,0.7803970677921506
11059,0.7790706294335942
11060,0.7789873948952282
11061,0.7758748551257624
11062,0.7800465304686209
11063,0.7808436727603921
11064,0.7790927611114571
11065,0.7705445757473937
11066,0.771216592302712
11067,0.7696388150773354
11068,0.7681025964239369
11069,0.770444696121684
11070,0.7720715813124971
11071,0.7755285155315828
11072,0.7801465760050892
11073,0.7799333601770511
11074,0.7819116458896719
11075,0.7799443195549685
11076,0.7790205317622684
11077,0.7765673803587119
11078,0.774756552305725
11079,0.7720490665527023
11080,0.7683620912161244
11081,0.7668845193833351
11082,0.7682099949021687
11083,0.7737973762574227
11084,0.7762125427834915
11085,0.7783745455910681
11086,0.77796466167794
11087,0.7780451503313995
11088,0.7707597397689664
11089,0.7698448011377893
11090,0.7717000997378288
11091,0.7648074651918015
11092,0.7649117826230455
11093,0.7698160117261478
11094,0.772402481604756
11095,0.7658337388093857
11096,0.7592216408077542
11097,0.7647112065410647
11098,0.7602002789641495
11099,0.7587423500802711
11100,0.7598994612526451
11101,0.760224362158734
11102,0.7639684674537754
11103,0.767377246091638
11104,0.7653388689688894
11105,0.7731149212674674
11106,0.7779923201776568
11107,0.7787519017234454
11108,0.7802962437636187
11109,0.7754947641644946
11110,0.7740276213062689
11111,0.7806324784846903
11112,0.7825105930622077
11113,0.7846140481245478
11114,0.7864830264691672
11115,0.7841329206171466
11116,0.7812794094276231
11117,0.7905744769757234
11118,0.791237989553501
11119,0.7887990115330378
11120,0.7899956740650425
11121,0.7910508627011343
11122,0.7921426083136939
11123,0.7935620185762846
11124,0.7928133100868743
11125,0.7899561461561768
11126,0.7907194657822266
11127,0.7907109690061617
11128,0.7919384166529773
11129,0.796242055900468
11130,0.7951266322010951
11131,0.7960139351429698
11132,0.7931154367736437
11133,0.7943860057175602
11134,0.7922388180903263
11135,0.7934449320673825
11136,0.7931809552045539
11137,0.7945815327168237
11138,0.8048610763272168
11139,0.811738545348715
11140,0.8163522035680408
11141,0.8147097305223586
11142,0.8164817309580602
11143,0.815108320938695
11144,0.8172065309350817
11145,0.8212182236468362
11146,0.8188317636404221
11147,0.8185531063168888
11148,0.8186050997961275
11149,0.8246960507754221
11150,0.8233735347328868
11151,0.8137127139074779
11152,0.8192014604436288
11153,0.8269152843834215
11154,0.8257876884448823
11155,0.8264506983756994
11156,0.8298705100910035
11157,0.8341809187081712
11158,0.8305837422055898
11159,0.8331065445534046
11160,0.8341204276269739
11161,0.832874804773579
11162,0.8315262986604967
11163,0.8305206926078169
11164,0.8259868900386521
11165,0.8205204790722128
11166,0.8277259241682079
11167,0.8261418872370172
11168,0.8273587899841999
11169,0.8284480696975229
11170,0.8200773101266492
11171,0.8197740744078423
11172,0.8224846109239687
11173,0.8194963116950204
11174,0.8201943449530282
11175,0.8163090592663623
11176,0.8233395948227837
11177,0.820494019129751
11178,0.8221158415991003
11179,0.821983683760827
11180,0.822273998544776
11181,0.8244214899787206
11182,0.8230913821347364
11183,0.8217974469792523
11184,0.818951011047104
11185,0.8200609314974814
11186,0.8222705823678662
11187,0.8206403936498284
11188,0.8261179219884213
11189,0.8225953429389025
11190,0.8201560083755044
11191,0.8211226696439177
11192,0.8231184769325924
11193,0.8202406276199985
11194,0.8213958261494427
11195,0.8240955409066747
11196,0.8201515426657197
11197,0.8224455875167784
11198,0.8185824155216482
11199,0.8206685241286301
11200,0.8123814524148086
11201,0.811754278723454
11202,0.8148989326339378
11203,0.8148313913115283
11204,0.8158433896167129
11205,0.8165443207444663
11206,0.8243569872320626
11207,0.8234531258155163
11208,0.8220611519737134
11209,0.8245926303619008
11210,0.821248321234878
11211,0.8268318501758759
11212,0.8292503188331125
11213,0.8368385386659479
11214,0.8397013294331982
11215,0.8377832467929136
11216,0.8384545323374104
11217,0.8361405611222922
11218,0.8394133093005036
11219,0.8403238132803388
11220,0.8416204313353732
11221,0.8434963228174446
11222,0.8444495922160634
11223,0.8493362141671515
11224,0.8514725710650146
11225,0.8521322095544425
11226,0.84847805035437
11227,0.8477459493482857
11228,0.8472612539449879
11229,0.8433833514909527
11230,0.843517960423821
11231,0.843285508808014
11232,0.8361587647863126
11233,0.8387907854923491
11234,0.8411629729606124
11235,0.8459560946199057
11236,0.8461770304506192
11237,0.8499066915096259
11238,0.8479068502668381
11239,0.850044135115678
11240,0.8519067960239882
11241,0.8565275637427132
11242,0.8551158732758959
11243,0.8582771668827438
11244,0.8541994801629728
11245,0.8574787366987493
11246,0.8557686400287767
11247,0.852913411115893
11248,0.8474708667937644
11249,0.8420938412766908
11250,0.8420483408185084
11251,0.8367910126540098
11252,0.8365199604886259
11253,0.8421588713329796
11254,0.8398482362515165
11255,0.8373500630527154
11256,0.837900861192047
11257,0.8338817557849623
11258,0.8327232911724681
11259,0.8391732713887141
11260,0.8397496132596969
11261,0.8368439994944442
11262,0.8285606020833011
11263,0.8304067493540745
11264,0.8319843281185192
11265,0.8273805681852389
11266,0.8231081671757017
11267,0.8213052629618486
11268,0.8178815316117751
11269,0.8173099271379398
11270,0.815549429908632
11271,0.8094625247539782
11272,0.806629466202691
11273,0.8077884499257812
11274,0.8099141351630423
11275,0.8083015193558555
11276,0.8074245211928266
11277,0.8071917296541055
11278,0.8064862229149894
11279,0.8095724332808586
11280,0.8075299533610162
11281,0.8021810762154431
11282,0.8019470452723146
11283,0.7966294965743741
11284,0.7981001912941003
11285,0.7961972380841499
11286,0.8009552724310455
11287,0.7969662707738173
11288,0.8042449716315457
11289,0.8007666664776667
11290,0.7999941957691595
11291,0.8029521424077714
11292,0.7991870013222347
11293,0.7956930395324524
11294,0.7962502940836506
11295,0.801660373078691
11296,0.7970954481907643
11297,0.7970025630029897
11298,0.8000163850271184
11299,0.8005167092080947
11300,0.8000318632988691
11301,0.797871724705926
11302,0.7954051760214291
11303,0.796384692543247
11304,0.800626566370889
11305,0.8046008890128006
11306,0.8061187629497238
11307,0.8076874820548235
11308,0.8070032797428016
11309,0.8068454508529543
11310,0.8033739088217989
11311,0.7987994151250516
11312,0.7973459793191047
11313,0.7947236490133289
11314,0.7964642124758915
11315,0.7978415808130715
11316,0.7970051494721729
11317,0.7980902456812099
11318,0.8013158355018816
11319,0.8038780600054538
11320,0.8044147092129256
11321,0.8084895654910599
11322,0.8049622972954592
11323,0.8021184729891576
11324,0.7967202544205316
11325,0.799404274963393
11326,0.7944503691563138
11327,0.7992400237853353
11328,0.7967609260341914
11329,0.7969193981501932
11330,0.7986865421212394
11331,0.7997437293047532
11332,0.8031947276428847
11333,0.8022883689197251
