REGION,SETTLEMENTDATE,TOTALDEMAND,RRP
SA1,2020-01-06 08:00:00,1148.6,87.66
SA1,2020-01-06 08:30:00,1086.64,99.03
SA1,2020-01-06 09:00:00,1015.67,69.06
SA1,2020-01-06 09:30:00,942.3,69.23
SA1,2020-01-06 10:00:00,875.38,68.92
SA1,2020-01-06 10:30:00,785.56,66.62
SA1,2020-01-06 11:00:00,721.97,64.38
SA1,2020-01-06 11:30:00,681.98,63.17
SA1,2020-01-06 12:00:00,660.35,57.6
SA1,2020-01-06 12:30:00,647.57,51.89
SA1,2020-01-06 13:00:00,615.25,51.72
SA1,2020-01-06 13:30:00,644.23,50.97
SA1,2020-01-06 14:00:00,647.17,62.33
SA1,2020-01-06 14:30:00,641.89,61.39
SA1,2020-01-06 15:00:00,632.88,51.05
SA1,2020-01-06 15:30:00,692.21,46.93
SA1,2020-01-06 16:00:00,759.42,54.81
SA1,2020-01-06 16:30:00,805.04,51.43
SA1,2020-01-06 17:00:00,898.28,60.81
SA1,2020-01-06 17:30:00,1018.64,57.93
SA1,2020-01-06 18:00:00,1090.22,53.69
SA1,2020-01-06 18:30:00,1192.36,65.38
SA1,2020-01-06 19:00:00,1233.06,62.54
SA1,2020-01-06 19:30:00,1258.53,59.62
SA1,2020-01-06 20:00:00,1279.04,67.24
SA1,2020-01-06 20:30:00,1301.71,64.29
SA1,2020-01-06 21:00:00,1318.85,59.16
SA1,2020-01-06 21:30:00,1296.26,56.1
SA1,2020-01-06 22:00:00,1243.76,52.18
SA1,2020-01-06 22:30:00,1191.22,51.57
SA1,2020-01-06 23:00:00,1138.44,44.88
SA1,2020-01-06 23:30:00,1157.11,53.63
SA1,2020-01-07 00:00:00,1354.09,68.0
SA1,2020-01-07 00:30:00,1312.4,59.51
SA1,2020-01-07 01:00:00,1270.42,53.96
SA1,2020-01-07 01:30:00,1204.55,43.67
SA1,2020-01-07 02:00:00,1149.55,42.46
SA1,2020-01-07 02:30:00,1125.91,35.28
SA1,2020-01-07 03:00:00,1119.66,43.21
SA1,2020-01-07 03:30:00,1131.34,42.62
SA1,2020-01-07 04:00:00,1117.49,41.69
SA1,2020-01-07 04:30:00,1114.89,46.56
SA1,2020-01-07 05:00:00,1101.86,48.1
SA1,2020-01-07 05:30:00,1102.9,49.8
SA1,2020-01-07 06:00:00,1139.58,83.76
SA1,2020-01-07 06:30:00,1199.38,77.51
SA1,2020-01-07 07:00:00,1230.42,86.29
SA1,2020-01-07 07:30:00,1207.05,68.6
SA1,2020-01-07 08:00:00,1158.14,68.62
SA1,2020-01-07 08:30:00,1113.52,68.41
SA1,2020-01-07 09:00:00,1050.44,68.14
SA1,2020-01-07 09:30:00,984.75,68.0
SA1,2020-01-07 10:00:00,926.6,65.41
SA1,2020-01-07 10:30:00,885.62,57.3
SA1,2020-01-07 11:00:00,855.23,47.86
SA1,2020-01-07 11:30:00,861.62,42.55
SA1,2020-01-07 12:00:00,865.85,48.85
SA1,2020-01-07 12:30:00,847.11,47.65
SA1,2020-01-07 13:00:00,843.57,46.56
SA1,2020-01-07 13:30:00,908.94,63.14
SA1,2020-01-07 14:00:00,936.77,61.1
SA1,2020-01-07 14:30:00,962.03,52.53
SA1,2020-01-07 15:00:00,1035.3,59.09
SA1,2020-01-07 15:30:00,1131.16,62.83
SA1,2020-01-07 16:00:00,1196.24,69.35
SA1,2020-01-07 16:30:00,1278.28,77.24
SA1,2020-01-07 17:00:00,1345.57,89.52
SA1,2020-01-07 17:30:00,1457.89,68.94
SA1,2020-01-07 18:00:00,1539.41,68.52
SA1,2020-01-07 18:30:00,1610.76,68.83
SA1,2020-01-07 19:00:00,1618.27,69.0
SA1,2020-01-07 19:30:00,1596.92,69.0
SA1,2020-01-07 20:00:00,1556.83,68.92
SA1,2020-01-07 20:30:00,1497.77,67.86
SA1,2020-01-07 21:00:00,1442.25,64.28
SA1,2020-01-07 21:30:00,1375.28,61.57
SA1,2020-01-07 22:00:00,1317.9,47.42
SA1,2020-01-07 22:30:00,1269.97,49.46
SA1,2020-01-07 23:00:00,1222.79,45.81
SA1,2020-01-07 23:30:00,1237.61,50.41
SA1,2020-01-08 00:00:00,1419.92,52.09
SA1,2020-01-08 00:30:00,1353.35,43.79
SA1,2020-01-08 01:00:00,1309.68,40.21
SA1,2020-01-08 01:30:00,1232.53,38.56
SA1,2020-01-08 02:00:00,1191.22,32.85
SA1,2020-01-08 02:30:00,1179.64,34.24
SA1,2020-01-08 03:00:00,1161.59,38.42
SA1,2020-01-08 03:30:00,1157.09,41.28
SA1,2020-01-08 04:00:00,1148.46,40.03
SA1,2020-01-08 04:30:00,1142.88,43.91
SA1,2020-01-08 05:00:00,1161.39,46.02
SA1,2020-01-08 05:30:00,1187.01,47.75
SA1,2020-01-08 06:00:00,1217.46,55.78
SA1,2020-01-08 06:30:00,1239.32,57.67
SA1,2020-01-08 07:00:00,1278.81,59.67
SA1,2020-01-08 07:30:00,1299.28,57.04
SA1,2020-01-08 08:00:00,1275.23,52.91
SA1,2020-01-08 08:30:00,1257.03,58.06
SA1,2020-01-08 09:00:00,1213.41,53.49
SA1,2020-01-08 09:30:00,1185.76,52.96
SA1,2020-01-08 10:00:00,1163.26,53.29
SA1,2020-01-08 10:30:00,1162.55,47.72
SA1,2020-01-08 11:00:00,1166.12,46.81
SA1,2020-01-08 11:30:00,1197.84,49.66
SA1,2020-01-08 12:00:00,1250.54,50.94
SA1,2020-01-08 12:30:00,1322.8,56.45
SA1,2020-01-08 13:00:00,1371.29,60.17
SA1,2020-01-08 13:30:00,1411.54,68.57
SA1,2020-01-08 14:00:00,1486.03,67.15
SA1,2020-01-08 14:30:00,1571.0,67.3
SA1,2020-01-08 15:00:00,1639.36,68.98
SA1,2020-01-08 15:30:00,1718.38,68.95
SA1,2020-01-08 16:00:00,1813.72,68.67
SA1,2020-01-08 16:30:00,1901.7,72.68
SA1,2020-01-08 17:00:00,1979.51,69.15
SA1,2020-01-08 17:30:00,2070.56,68.94
SA1,2020-01-08 18:00:00,2154.72,70.03
SA1,2020-01-08 18:30:00,2222.13,72.96
SA1,2020-01-08 19:00:00,2211.21,69.28
SA1,2020-01-08 19:30:00,2147.85,68.92
SA1,2020-01-08 20:00:00,2037.53,68.36
SA1,2020-01-08 20:30:00,1934.79,67.35
SA1,2020-01-08 21:00:00,1870.18,61.91
SA1,2020-01-08 21:30:00,1755.8,55.73
SA1,2020-01-08 22:00:00,1643.63,46.05
SA1,2020-01-08 22:30:00,1545.66,50.91
SA1,2020-01-08 23:00:00,1483.28,43.15
SA1,2020-01-08 23:30:00,1484.3,41.83
SA1,2020-01-09 00:00:00,1598.38,48.5
SA1,2020-01-09 00:30:00,1515.31,43.32
SA1,2020-01-09 01:00:00,1405.96,38.22
SA1,2020-01-09 01:30:00,1311.98,32.4
SA1,2020-01-09 02:00:00,1275.25,20.02
SA1,2020-01-09 02:30:00,1284.23,22.44
SA1,2020-01-09 03:00:00,1272.24,2.79
SA1,2020-01-09 03:30:00,1275.06,7.46
SA1,2020-01-09 04:00:00,1267.28,6.19
SA1,2020-01-09 04:30:00,1262.55,21.47
SA1,2020-01-09 05:00:00,1256.41,34.14
SA1,2020-01-09 05:30:00,1257.2,39.0
SA1,2020-01-09 06:00:00,1309.23,43.94
SA1,2020-01-09 06:30:00,1367.92,45.02
SA1,2020-01-09 07:00:00,1426.52,45.76
SA1,2020-01-09 07:30:00,1443.99,45.51
SA1,2020-01-09 08:00:00,1443.86,45.86
SA1,2020-01-09 08:30:00,1475.3,49.53
SA1,2020-01-09 09:00:00,1480.38,46.0
SA1,2020-01-09 09:30:00,1470.93,45.8
SA1,2020-01-09 10:00:00,1472.85,48.45
SA1,2020-01-09 10:30:00,1524.12,49.69
SA1,2020-01-09 11:00:00,1582.26,62.27
SA1,2020-01-09 11:30:00,1645.1,82.09
SA1,2020-01-09 12:00:00,1706.62,67.63
SA1,2020-01-09 12:30:00,1750.53,73.78
SA1,2020-01-09 13:00:00,1853.97,148.72
SA1,2020-01-09 13:30:00,1968.07,85.08
SA1,2020-01-09 14:00:00,2057.19,106.24
SA1,2020-01-09 14:30:00,2134.37,83.22
SA1,2020-01-09 15:00:00,2247.69,80.69
SA1,2020-01-09 15:30:00,2341.26,86.44
SA1,2020-01-09 16:00:00,2486.32,120.97
SA1,2020-01-09 16:30:00,2614.76,109.2
SA1,2020-01-09 17:00:00,2678.73,238.5
SA1,2020-01-09 17:30:00,2841.51,144.63
SA1,2020-01-09 18:00:00,2804.13,131.11
SA1,2020-01-09 18:30:00,2817.49,263.25
SA1,2020-01-09 19:00:00,2771.61,279.65
SA1,2020-01-09 19:30:00,2712.16,161.89
SA1,2020-01-09 20:00:00,2664.75,182.84
SA1,2020-01-09 20:30:00,2546.43,110.16
SA1,2020-01-09 21:00:00,2385.12,68.5
SA1,2020-01-09 21:30:00,2198.65,71.29
SA1,2020-01-09 22:00:00,2052.12,62.55
SA1,2020-01-09 22:30:00,1882.72,65.74
SA1,2020-01-09 23:00:00,1766.95,66.24
SA1,2020-01-09 23:30:00,1688.26,54.25
SA1,2020-01-10 00:00:00,1802.42,59.1
SA1,2020-01-10 00:30:00,1648.68,44.64
SA1,2020-01-10 01:00:00,1616.35,39.62
SA1,2020-01-10 01:30:00,1575.36,32.03
SA1,2020-01-10 02:00:00,1541.79,23.85
SA1,2020-01-10 02:30:00,1542.66,29.81
SA1,2020-01-10 03:00:00,1526.48,23.61
SA1,2020-01-10 03:30:00,1505.04,39.62
SA1,2020-01-10 04:00:00,1467.41,49.24
SA1,2020-01-10 04:30:00,1448.98,54.03
SA1,2020-01-10 05:00:00,1444.57,53.88
SA1,2020-01-10 05:30:00,1461.18,63.44
SA1,2020-01-10 06:00:00,1510.99,87.65
SA1,2020-01-10 06:30:00,1517.75,100.51
SA1,2020-01-10 07:00:00,1529.57,53.78
SA1,2020-01-10 07:30:00,1534.9,62.57
SA1,2020-01-10 08:00:00,1627.58,137.88
SA1,2020-01-10 08:30:00,1626.4,85.53
SA1,2020-01-10 09:00:00,1605.4,62.51
SA1,2020-01-10 09:30:00,1541.74,66.93
SA1,2020-01-10 10:00:00,1529.91,71.66
SA1,2020-01-10 10:30:00,1517.49,69.24
SA1,2020-01-10 11:00:00,1456.59,58.13
SA1,2020-01-10 11:30:00,1494.35,52.75
SA1,2020-01-10 12:00:00,1546.25,112.78
SA1,2020-01-10 12:30:00,1570.47,142.76
SA1,2020-01-10 13:00:00,1556.53,55.42
SA1,2020-01-10 13:30:00,1484.37,73.31
SA1,2020-01-10 14:00:00,1459.06,53.65
SA1,2020-01-10 14:30:00,1362.12,50.22
SA1,2020-01-10 15:00:00,1326.43,46.72
SA1,2020-01-10 15:30:00,1285.23,53.95
SA1,2020-01-10 16:00:00,1167.43,55.44
SA1,2020-01-10 16:30:00,1104.0,56.07
SA1,2020-01-10 17:00:00,1050.46,53.75
SA1,2020-01-10 17:30:00,1031.91,58.04
SA1,2020-01-10 18:00:00,1064.01,61.61
SA1,2020-01-10 18:30:00,1112.04,61.14
SA1,2020-01-10 19:00:00,1124.77,63.53
SA1,2020-01-10 19:30:00,1129.94,57.53
SA1,2020-01-10 20:00:00,1160.94,56.25
SA1,2020-01-10 20:30:00,1174.01,62.59
SA1,2020-01-10 21:00:00,1177.43,50.67
SA1,2020-01-10 21:30:00,1146.28,50.89
SA1,2020-01-10 22:00:00,1098.15,41.22
SA1,2020-01-10 22:30:00,1078.86,48.4
SA1,2020-01-10 23:00:00,1075.67,42.49
SA1,2020-01-10 23:30:00,1102.8,47.28
SA1,2020-01-11 00:00:00,1266.08,50.63
SA1,2020-01-11 00:30:00,1228.67,48.73
SA1,2020-01-11 01:00:00,1180.76,53.32
SA1,2020-01-11 01:30:00,1071.33,40.51
SA1,2020-01-11 02:00:00,1049.9,22.34
SA1,2020-01-11 02:30:00,1026.59,8.9
SA1,2020-01-11 03:00:00,1034.72,-7.78
SA1,2020-01-11 03:30:00,1046.61,28.56
SA1,2020-01-11 04:00:00,1008.57,32.0
SA1,2020-01-11 04:30:00,994.65,35.08
SA1,2020-01-11 05:00:00,986.87,43.79
SA1,2020-01-11 05:30:00,979.92,50.06
SA1,2020-01-11 06:00:00,1011.89,52.49
SA1,2020-01-11 06:30:00,985.22,47.37
SA1,2020-01-11 07:00:00,1036.37,47.97
SA1,2020-01-11 07:30:00,988.37,42.86
SA1,2020-01-11 08:00:00,963.63,-12.15
SA1,2020-01-11 08:30:00,927.01,4.55
SA1,2020-01-11 09:00:00,871.33,2.98
SA1,2020-01-11 09:30:00,785.59,8.91
SA1,2020-01-11 10:00:00,699.5,10.3
SA1,2020-01-11 10:30:00,637.81,7.53
SA1,2020-01-11 11:00:00,553.94,7.19
SA1,2020-01-11 11:30:00,510.62,9.3
SA1,2020-01-11 12:00:00,480.24,7.83
SA1,2020-01-11 12:30:00,465.03,3.42
SA1,2020-01-11 13:00:00,452.16,2.9
SA1,2020-01-11 13:30:00,459.88,-3.38
SA1,2020-01-11 14:00:00,440.54,-58.21
SA1,2020-01-11 14:30:00,481.77,-37.24
SA1,2020-01-11 15:00:00,517.22,-47.43
SA1,2020-01-11 15:30:00,544.93,-34.6
SA1,2020-01-11 16:00:00,610.54,-37.75
SA1,2020-01-11 16:30:00,698.53,-34.02
SA1,2020-01-11 17:00:00,763.97,20.79
SA1,2020-01-11 17:30:00,842.11,33.82
SA1,2020-01-11 18:00:00,953.18,36.29
SA1,2020-01-11 18:30:00,1015.13,38.92
SA1,2020-01-11 19:00:00,1089.35,44.55
SA1,2020-01-11 19:30:00,1154.65,48.46
SA1,2020-01-11 20:00:00,1166.47,46.71
SA1,2020-01-11 20:30:00,1183.47,46.82
SA1,2020-01-11 21:00:00,1205.58,47.15
SA1,2020-01-11 21:30:00,1197.62,46.58
SA1,2020-01-11 22:00:00,1170.54,44.86
SA1,2020-01-11 22:30:00,1150.51,46.6
SA1,2020-01-11 23:00:00,1119.26,42.65
SA1,2020-01-11 23:30:00,1120.9,49.29
SA1,2020-01-12 00:00:00,1299.48,77.72
SA1,2020-01-12 00:30:00,1264.08,46.23
SA1,2020-01-12 01:00:00,1228.45,47.7
SA1,2020-01-12 01:30:00,1172.64,39.51
SA1,2020-01-12 02:00:00,1128.91,37.13
SA1,2020-01-12 02:30:00,1100.8,38.47
SA1,2020-01-12 03:00:00,1085.82,40.36
SA1,2020-01-12 03:30:00,1076.09,39.3
SA1,2020-01-12 04:00:00,1068.88,36.76
SA1,2020-01-12 04:30:00,1058.04,39.7
